Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
1,30,6.8691,0,250,112,0.16,0.158
2,30,6.5997,0,250,112,0.16,0.158
3,30,5.9098,0,250,112,0.16,0.158
4,30,4.1993,0,250,112,0.16,0.158
5,30,3.1699,0,250,112,0.16,0.158
-6,35,2.7702,0,250,112,0.16,0.158
-5,35,3.5278,0,250,112,0.16,0.158
-4,35,4.3164,0,250,112,0.16,0.158
-3,35,5.043,0,250,112,0.16,0.158
-2,35,5.7598,0,250,112,0.16,0.158
-1,35,6.4439,0,250,112,0.16,0.158
0,35,6.8392,0,250,112,0.16,0.158
1,35,7.1071,0,250,112,0.16,0.158
2,35,6.566,0,250,112,0.16,0.158
3,35,6.1874,0,250,112,0.16,0.158
4,35,4.9642,0,250,112,0.16,0.158
5,35,3.391,0,250,112,0.16,0.158
-6,40,2.6641,0,250,112,0.16,0.158
-5,40,3.4204,0,250,112,0.16,0.158
-4,40,4.2839,0,250,112,0.16,0.158
-3,40,4.9936,0,250,112,0.16,0.158
-2,40,5.765,0,250,112,0.16,0.158
-1,40,6.2922,0,250,112,0.16,0.158
0,40,6.8453,0,250,112,0.16,0.158
1,40,7.0219,0,250,112,0.16,0.158
2,40,6.8331,0,250,112,0.16,0.158
3,40,5.9239,0,250,112,0.16,0.158
4,40,4.6635,0,250,112,0.16,0.158
5,40,4.0456,0,250,112,0.16,0.158
-6,45,2.6575,0,250,112,0.16,0.158
-5,45,3.4093,0,250,112,0.16,0.158
-4,45,4.2599,0,250,112,0.16,0.158
-3,45,4.9559,0,250,112,0.16,0.158
-2,45,5.6682,0,250,112,0.16,0.158
-1,45,6.3267,0,250,112,0.16,0.158
0,45,6.8322,0,250,112,0.16,0.158
1,45,7.0305,0,250,112,0.16,0.158
2,45,6.9797,0,250,112,0.16,0.158
3,45,6.4729,0,250,112,0.16,0.158
4,45,5.5736,0,250,112,0.16,0.158
5,45,4.5914,0,250,112,0.16,0.158
-6,50,2.6302,0,250,112,0.16,0.158
-5,50,3.3475,0,250,112,0.16,0.158
-4,50,4.1542,0,250,112,0.16,0.158
-3,50,4.9217,0,250,112,0.16,0.158
-2,50,5.5851,0,250,112,0.16,0.158
-1,50,6.3175,0,250,112,0.16,0.158
0,50,6.7814,0,250,112,0.16,0.158
1,50,6.9428,0,250,112,0.16,0.158
2,50,7.0855,0,250,112,0.16,0.158
3,50,6.5474,0,250,112,0.16,0.158
4,50,5.4704,0,250,112,0.16,0.158
5,50,4.6329,0,250,112,0.16,0.158
-6,55,2.5639,0,250,112,0.16,0.158
-5,55,3.3239,0,250,112,0.16,0.158
-4,55,4.1891,0,250,112,0.16,0.158
-3,55,4.8915,0,250,112,0.16,0.158
-2,55,5.5517,0,250,112,0.16,0.158
-1,55,6.2596,0,250,112,0.16,0.158
0,55,6.7259,0,250,112,0.16,0.158
1,55,6.9984,0,250,112,0.16,0.158
2,55,6.8904,0,250,112,0.16,0.158
3,55,6.6163,0,250,112,0.16,0.158
4,55,5.8363,0,250,112,0.16,0.158
5,55,4.5405,0,250,112,0.16,0.158
-6,60,2.4927,0,250,112,0.16,0.158
-5,60,3.3078,0,250,112,0.16,0.158
-4,60,4.0483,0,250,112,0.16,0.158
-3,60,4.7696,0,250,112,0.16,0.158
-2,60,5.5354,0,250,112,0.16,0.158
-1,60,6.1733,0,250,112,0.16,0.158
0,60,6.6282,0,250,112,0.16,0.158
1,60,6.8708,0,250,112,0.16,0.158
2,60,6.9346,0,250,112,0.16,0.158
3,60,6.6116,0,250,112,0.16,0.158
4,60,5.8812,0,250,112,0.16,0.158
5,60,4.967,0,250,112,0.16,0.158
-6,65,2.5526,0,250,112,0.16,0.158
-5,65,3.2224,0,250,112,0.16,0.158
-4,65,4.0124,0,250,112,0.16,0.158
-3,65,4.7408,0,250,112,0.16,0.158
-2,65,5.3517,0,250,112,0.16,0.158
-1,65,6.1177,0,250,112,0.16,0.158
0,65,6.6322,0,250,112,0.16,0.158
1,65,6.9173,0,250,112,0.16,0.158
2,65,6.9355,0,250,112,0.16,0.158
3,65,6.675,0,250,112,0.16,0.158
4,65,6.0141,0,250,112,0.16,0.158
5,65,4.8651,0,250,112,0.16,0.158
-6,70,2.4291,0,250,112,0.16,0.158
-5,70,3.1853,0,250,112,0.16,0.158
-4,70,3.9945,0,250,112,0.16,0.158
-3,70,4.6983,0,250,112,0.16,0.158
-2,70,5.4009,0,250,112,0.16,0.158
-1,70,5.9814,0,250,112,0.16,0.158
0,70,6.559,0,250,112,0.16,0.158
1,70,6.9038,0,250,112,0.16,0.158
2,70,6.8841,0,250,112,0.16,0.158
3,70,6.6362,0,250,112,0.16,0.158
4,70,5.8867,0,250,112,0.16,0.158
5,70,5.0658,0,250,112,0.16,0.158
-6,75,2.417,0,250,112,0.16,0.158
-5,75,3.1699,0,250,112,0.16,0.158
-4,75,3.924,0,250,112,0.16,0.158
-3,75,4.6273,0,250,112,0.16,0.158
-2,75,5.3492,0,250,112,0.16,0.158
-1,75,6.0122,0,250,112,0.16,0.158
0,75,6.4602,0,250,112,0.16,0.158
1,75,6.8824,0,250,112,0.16,0.158
2,75,6.9192,0,250,112,0.16,0.158
3,75,6.591,0,250,112,0.16,0.158
4,75,6.0255,0,250,112,0.16,0.158
5,75,4.7241,0,250,112,0.16,0.158
-6,80,2.3304,0,250,112,0.16,0.158
-5,80,3.0866,0,250,112,0.16,0.158
-4,80,3.8751,0,250,112,0.16,0.158
-3,80,4.5418,0,250,112,0.16,0.158
-2,80,5.2363,0,250,112,0.16,0.158
-1,80,5.9147,0,250,112,0.16,0.158
0,80,6.4432,0,250,112,0.16,0.158
1,80,6.8157,0,250,112,0.16,0.158
2,80,6.8913,0,250,112,0.16,0.158
3,80,6.5583,0,250,112,0.16,0.158
4,80,6.016,0,250,112,0.16,0.158
5,80,5.0802,0,250,112,0.16,0.158
-6,85,2.263,0,250,112,0.16,0.158
-5,85,3.0468,0,250,112,0.16,0.158
-4,85,3.8044,0,250,112,0.16,0.158
-3,85,4.5006,0,250,112,0.16,0.158
-2,85,5.1987,0,250,112,0.16,0.158
-1,85,5.8506,0,250,112,0.16,0.158
0,85,6.4299,0,250,112,0.16,0.158
1,85,6.7193,0,250,112,0.16,0.158
2,85,6.7951,0,250,112,0.16,0.158
3,85,6.4402,0,250,112,0.16,0.158
4,85,5.946000000000001,0,250,112,0.16,0.158
5,85,4.4334,0,250,112,0.16,0.158
-6,90,2.2713,0,250,112,0.16,0.158
-5,90,3.0445,0,250,112,0.16,0.158
-4,90,3.7565,0,250,112,0.16,0.158
-3,90,4.4739,0,250,112,0.16,0.158
-2,90,5.2011,0,250,112,0.16,0.158
-1,90,5.7744,0,250,112,0.16,0.158
0,90,6.3083,0,250,112,0.16,0.158
1,90,6.746,0,250,112,0.16,0.158
2,90,6.877000000000001,0,250,112,0.16,0.158
3,90,6.5903,0,250,112,0.16,0.158
4,90,5.9889,0,250,112,0.16,0.158
5,90,3.838,0,250,112,0.16,0.158
-6,95,2.2003,0,250,112,0.16,0.158
-5,95,2.9861,0,250,112,0.16,0.158
-4,95,3.68,0,250,112,0.16,0.158
-3,95,4.4075,0,250,112,0.16,0.158
-2,95,5.1027,0,250,112,0.16,0.158
-1,95,5.7459,0,250,112,0.16,0.158
0,95,6.2706,0,250,112,0.16,0.158
1,95,6.6507,0,250,112,0.16,0.158
2,95,6.6807,0,250,112,0.16,0.158
3,95,6.5451,0,250,112,0.16,0.158
4,95,5.9454,0,250,112,0.16,0.158
5,95,4.6063,0,250,112,0.16,0.158
-6,100,2.164,0,250,112,0.16,0.158
-5,100,2.8861,0,250,112,0.16,0.158
-4,100,3.6789,0,250,112,0.16,0.158
-3,100,4.3939,0,250,112,0.16,0.158
-2,100,5.053,0,250,112,0.16,0.158
-1,100,5.7217,0,250,112,0.16,0.158
0,100,6.2383,0,250,112,0.16,0.158
1,100,6.6386,0,250,112,0.16,0.158
2,100,6.7569,0,250,112,0.16,0.158
3,100,6.4782,0,250,112,0.16,0.158
4,100,5.9196,0,250,112,0.16,0.158
5,100,4.5283,0,250,112,0.16,0.158
-6,0,3.0098,20,250,112,0.16,0.158
-5,0,3.7806,20,250,112,0.16,0.158
-4,0,4.6007,20,250,112,0.16,0.158
-3,0,5.1721,20,250,112,0.16,0.158
-2,0,5.7171,20,250,112,0.16,0.158
-1,0,5.8704,20,250,112,0.16,0.158
0,0,5.6971,20,250,112,0.16,0.158
1,0,4.5405,20,250,112,0.16,0.158
2,0,3.625,20,250,112,0.16,0.158
3,0,2.5369,20,250,112,0.16,0.158
4,0,0.58765,20,250,112,0.16,0.158
5,0,-1.8153,20,250,112,0.16,0.158
-6,5,3.0797,20,250,112,0.16,0.158
-5,5,3.7506,20,250,112,0.16,0.158
-4,5,4.5397,20,250,112,0.16,0.158
-3,5,5.1878,20,250,112,0.16,0.158
-2,5,5.7062,20,250,112,0.16,0.158
-1,5,6.0497,20,250,112,0.16,0.158
0,5,6.0767,20,250,112,0.16,0.158
1,5,5.6801,20,250,112,0.16,0.158
2,5,4.7373,20,250,112,0.16,0.158
3,5,2.9783,20,250,112,0.16,0.158
4,5,1.5133,20,250,112,0.16,0.158
5,5,-1.5944,20,250,112,0.16,0.158
-6,10,2.9996,20,250,112,0.16,0.158
-5,10,3.7872,20,250,112,0.16,0.158
-4,10,4.6179,20,250,112,0.16,0.158
-3,10,5.2673,20,250,112,0.16,0.158
-2,10,6.0116,20,250,112,0.16,0.158
-1,10,6.2472,20,250,112,0.16,0.158
0,10,6.4299,20,250,112,0.16,0.158
1,10,6.0936,20,250,112,0.16,0.158
2,10,5.3905,20,250,112,0.16,0.158
3,10,4.3257,20,250,112,0.16,0.158
4,10,1.8411,20,250,112,0.16,0.158
5,10,0.44492,20,250,112,0.16,0.158
-6,15,2.9304,20,250,112,0.16,0.158
-5,15,3.7292,20,250,112,0.16,0.158
-4,15,4.5409,20,250,112,0.16,0.158
-3,15,5.2835,20,250,112,0.16,0.158
-2,15,5.9343,20,250,112,0.16,0.158
-1,15,6.3288,20,250,112,0.16,0.158
0,15,6.5137,20,250,112,0.16,0.158
1,15,6.4887,20,250,112,0.16,0.158
2,15,5.9331,20,250,112,0.16,0.158
3,15,4.3136,20,250,112,0.16,0.158
4,15,2.7795,20,250,112,0.16,0.158
5,15,0.95175,20,250,112,0.16,0.158
-6,20,2.9327,20,250,112,0.16,0.158
-5,20,3.7514,20,250,112,0.16,0.158
-4,20,4.5148,20,250,112,0.16,0.158
-3,20,5.2648,20,250,112,0.16,0.158
-2,20,5.9448,20,250,112,0.16,0.158
-1,20,6.4476,20,250,112,0.16,0.158
0,20,6.5521,20,250,112,0.16,0.158
1,20,6.6831,20,250,112,0.16,0.158
2,20,5.7068,20,250,112,0.16,0.158
3,20,5.2408,20,250,112,0.16,0.158
4,20,4.0648,20,250,112,0.16,0.158
5,20,1.8781,20,250,112,0.16,0.158
-6,25,2.8998,20,250,112,0.16,0.158
-5,25,3.702,20,250,112,0.16,0.158
-4,25,4.5565,20,250,112,0.16,0.158
-3,25,5.2423,20,250,112,0.16,0.158
-2,25,5.9073,20,250,112,0.16,0.158
-1,25,6.4993,20,250,112,0.16,0.158
0,25,6.8106,20,250,112,0.16,0.158
1,25,6.8471,20,250,112,0.16,0.158
2,25,6.4595,20,250,112,0.16,0.158
3,25,5.3564,20,250,112,0.16,0.158
4,25,4.4586,20,250,112,0.16,0.158
5,25,2.2691,20,250,112,0.16,0.158
-6,30,2.8657,20,250,112,0.16,0.158
-5,30,3.6742,20,250,112,0.16,0.158
-4,30,4.396,20,250,112,0.16,0.158
-3,30,5.1824,20,250,112,0.16,0.158
-2,30,5.859,20,250,112,0.16,0.158
-1,30,6.4917,20,250,112,0.16,0.158
0,30,6.8462,20,250,112,0.16,0.158
1,30,6.7925,20,250,112,0.16,0.158
2,30,6.784,20,250,112,0.16,0.158
3,30,5.6412,20,250,112,0.16,0.158
4,30,5.2819,20,250,112,0.16,0.158
5,30,2.8644,20,250,112,0.16,0.158
-6,35,2.7849,20,250,112,0.16,0.158
-5,35,3.6147,20,250,112,0.16,0.158
-4,35,4.3581,20,250,112,0.16,0.158
-3,35,5.1952,20,250,112,0.16,0.158
-2,35,5.837999999999999,20,250,112,0.16,0.158
-1,35,6.4424,20,250,112,0.16,0.158
0,35,6.8824,20,250,112,0.16,0.158
1,35,6.9309,20,250,112,0.16,0.158
2,35,6.7552,20,250,112,0.16,0.158
3,35,6.1171,20,250,112,0.16,0.158
4,35,4.7882,20,250,112,0.16,0.158
5,35,2.5529,20,250,112,0.16,0.158
-6,40,2.823,20,250,112,0.16,0.158
-5,40,3.5483,20,250,112,0.16,0.158
-4,40,4.3813,20,250,112,0.16,0.158
-3,40,5.156000000000001,20,250,112,0.16,0.158
-2,40,5.7884,20,250,112,0.16,0.158
-1,40,6.4284,20,250,112,0.16,0.158
0,40,6.8409,20,250,112,0.16,0.158
1,40,7.2102,20,250,112,0.16,0.158
2,40,6.9110000000000005,20,250,112,0.16,0.158
3,40,6.516,20,250,112,0.16,0.158
4,40,5.4588,20,250,112,0.16,0.158
5,40,3.6211,20,250,112,0.16,0.158
-6,45,2.7541,20,250,112,0.16,0.158
-5,45,3.4535,20,250,112,0.16,0.158
-4,45,4.2683,20,250,112,0.16,0.158
-3,45,5.0105,20,250,112,0.16,0.158
-2,45,5.8374,20,250,112,0.16,0.158
-1,45,6.455,20,250,112,0.16,0.158
0,45,6.9038,20,250,112,0.16,0.158
1,45,7.1886,20,250,112,0.16,0.158
2,45,7.0602,20,250,112,0.16,0.158
3,45,6.6052,20,250,112,0.16,0.158
4,45,5.2398,20,250,112,0.16,0.158
5,45,4.565,20,250,112,0.16,0.158
-6,50,2.6988,20,250,112,0.16,0.158
-5,50,3.5162,20,250,112,0.16,0.158
-4,50,4.2711,20,250,112,0.16,0.158
-3,50,5.0317,20,250,112,0.16,0.158
-2,50,5.6948,20,250,112,0.16,0.158
-1,50,6.3566,20,250,112,0.16,0.158
0,50,6.9788,20,250,112,0.16,0.158
1,50,7.112,20,250,112,0.16,0.158
2,50,7.004,20,250,112,0.16,0.158
3,50,6.485,20,250,112,0.16,0.158
4,50,4.9309,20,250,112,0.16,0.158
5,50,4.3972,20,250,112,0.16,0.158
-6,55,2.615,20,250,112,0.16,0.158
-5,55,3.4444,20,250,112,0.16,0.158
-4,55,4.246,20,250,112,0.16,0.158
-3,55,4.9286,20,250,112,0.16,0.158
-2,55,5.6659,20,250,112,0.16,0.158
-1,55,6.3487,20,250,112,0.16,0.158
0,55,6.8691,20,250,112,0.16,0.158
1,55,7.1002,20,250,112,0.16,0.158
2,55,7.0002,20,250,112,0.16,0.158
3,55,6.7052,20,250,112,0.16,0.158
4,55,5.9098,20,250,112,0.16,0.158
5,55,5.0392,20,250,112,0.16,0.158
-6,60,2.5718,20,250,112,0.16,0.158
-5,60,3.3796,20,250,112,0.16,0.158
-4,60,4.1527,20,250,112,0.16,0.158
-3,60,4.8769,20,250,112,0.16,0.158
-2,60,5.6897,20,250,112,0.16,0.158
-1,60,6.2817,20,250,112,0.16,0.158
0,60,6.8175,20,250,112,0.16,0.158
1,60,7.0191,20,250,112,0.16,0.158
2,60,7.0679,20,250,112,0.16,0.158
3,60,6.6013,20,250,112,0.16,0.158
4,60,6.0097,20,250,112,0.16,0.158
5,60,4.6204,20,250,112,0.16,0.158
-6,65,2.58,20,250,112,0.16,0.158
-5,65,3.3627,20,250,112,0.16,0.158
-4,65,4.1679,20,250,112,0.16,0.158
-3,65,4.8173,20,250,112,0.16,0.158
-2,65,5.5807,20,250,112,0.16,0.158
-1,65,6.2178,20,250,112,0.16,0.158
0,65,6.8331,20,250,112,0.16,0.158
1,65,7.0592,20,250,112,0.16,0.158
2,65,7.0923,20,250,112,0.16,0.158
3,65,6.539,20,250,112,0.16,0.158
4,65,6.0268,20,250,112,0.16,0.158
5,65,4.6372,20,250,112,0.16,0.158
-6,70,2.5247,20,250,112,0.16,0.158
-5,70,3.2795,20,250,112,0.16,0.158
-4,70,4.1033,20,250,112,0.16,0.158
-3,70,4.8106,20,250,112,0.16,0.158
-2,70,5.5203,20,250,112,0.16,0.158
-1,70,6.1276,20,250,112,0.16,0.158
0,70,6.7326,20,250,112,0.16,0.158
1,70,7.1479,20,250,112,0.16,0.158
2,70,7.0815,20,250,112,0.16,0.158
3,70,6.1348,20,250,112,0.16,0.158
4,70,6.0408,20,250,112,0.16,0.158
5,70,4.6635,20,250,112,0.16,0.158
-6,75,2.535,20,250,112,0.16,0.158
-5,75,3.2679,20,250,112,0.16,0.158
-4,75,3.9786,20,250,112,0.16,0.158
-3,75,4.8141,20,250,112,0.16,0.158
-2,75,5.5354,20,250,112,0.16,0.158
-1,75,6.102,20,250,112,0.16,0.158
0,75,6.7118,20,250,112,0.16,0.158
1,75,7.0257,20,250,112,0.16,0.158
2,75,6.9584,20,250,112,0.16,0.158
3,75,6.6459,20,250,112,0.16,0.158
4,75,5.4302,20,250,112,0.16,0.158
5,75,4.7629,20,250,112,0.16,0.158
-6,80,2.5331,20,250,112,0.16,0.158
-5,80,3.1941,20,250,112,0.16,0.158
-4,80,4.0131,20,250,112,0.16,0.158
-3,80,4.6818,20,250,112,0.16,0.158
-2,80,5.4913,20,250,112,0.16,0.158
-1,80,6.1335,20,250,112,0.16,0.158
0,80,6.6282,20,250,112,0.16,0.158
1,80,6.9741,20,250,112,0.16,0.158
2,80,6.9547,20,250,112,0.16,0.158
3,80,6.6587,20,250,112,0.16,0.158
4,80,5.6178,20,250,112,0.16,0.158
5,80,4.6683,20,250,112,0.16,0.158
-6,85,2.4441,20,250,112,0.16,0.158
-5,85,3.1705,20,250,112,0.16,0.158
-4,85,3.9612,20,250,112,0.16,0.158
-3,85,4.6153,20,250,112,0.16,0.158
-2,85,5.4004,20,250,112,0.16,0.158
-1,85,6.0851,20,250,112,0.16,0.158
0,85,6.5816,20,250,112,0.16,0.158
1,85,6.9732,20,250,112,0.16,0.158
2,85,6.9788,20,250,112,0.16,0.158
3,85,6.6905,20,250,112,0.16,0.158
4,85,5.5807,20,250,112,0.16,0.158
5,85,4.7088,20,250,112,0.16,0.158
-6,90,2.4581,20,250,112,0.16,0.158
-5,90,3.1796,20,250,112,0.16,0.158
-4,90,3.8524,20,250,112,0.16,0.158
-3,90,4.6575,20,250,112,0.16,0.158
-2,90,5.3338,20,250,112,0.16,0.158
-1,90,6.0109,20,250,112,0.16,0.158
0,90,6.5676,20,250,112,0.16,0.158
1,90,6.9319,20,250,112,0.16,0.158
2,90,6.9538,20,250,112,0.16,0.158
3,90,6.6856,20,250,112,0.16,0.158
4,90,6.044,20,250,112,0.16,0.158
5,90,4.157,20,250,112,0.16,0.158
-6,95,2.3705,20,250,112,0.16,0.158
-5,95,3.1904,20,250,112,0.16,0.158
-4,95,3.8506,20,250,112,0.16,0.158
-3,95,4.6063,20,250,112,0.16,0.158
-2,95,5.3502,20,250,112,0.16,0.158
-1,95,5.9902,20,250,112,0.16,0.158
0,95,6.482,20,250,112,0.16,0.158
1,95,6.855,20,250,112,0.16,0.158
2,95,6.9337,20,250,112,0.16,0.158
3,95,6.5887,20,250,112,0.16,0.158
4,95,6.0664,20,250,112,0.16,0.158
5,95,5.1013,20,250,112,0.16,0.158
-6,100,2.3285,20,250,112,0.16,0.158
-5,100,3.0525,20,250,112,0.16,0.158
-4,100,3.8129,20,250,112,0.16,0.158
-3,100,4.4835,20,250,112,0.16,0.158
-2,100,5.2764,20,250,112,0.16,0.158
-1,100,5.9226,20,250,112,0.16,0.158
0,100,6.4299,20,250,112,0.16,0.158
1,100,6.8296,20,250,112,0.16,0.158
2,100,6.9201,20,250,112,0.16,0.158
3,100,6.6571,20,250,112,0.16,0.158
4,100,5.8464,20,250,112,0.16,0.158
5,100,4.9305,20,250,112,0.16,0.158
-6,0,3.0631,40,250,112,0.16,0.158
-5,0,3.8254,40,250,112,0.16,0.158
-4,0,4.5333,40,250,112,0.16,0.158
-3,0,5.2199,40,250,112,0.16,0.158
-2,0,5.7332,40,250,112,0.16,0.158
-1,0,5.9153,40,250,112,0.16,0.158
0,0,5.692,40,250,112,0.16,0.158
1,0,5.0364,40,250,112,0.16,0.158
2,0,3.6673,40,250,112,0.16,0.158
3,0,2.5234,40,250,112,0.16,0.158
4,0,0.76577,40,250,112,0.16,0.158
5,0,-2.2507,40,250,112,0.16,0.158
-6,5,3.0023,40,250,112,0.16,0.158
-5,5,3.8328,40,250,112,0.16,0.158
-4,5,4.5659,40,250,112,0.16,0.158
-3,5,5.2633,40,250,112,0.16,0.158
-2,5,5.7978,40,250,112,0.16,0.158
-1,5,6.1693,40,250,112,0.16,0.158
0,5,6.1243,40,250,112,0.16,0.158
1,5,5.7773,40,250,112,0.16,0.158
2,5,4.9531,40,250,112,0.16,0.158
3,5,2.7682,40,250,112,0.16,0.158
4,5,1.8638,40,250,112,0.16,0.158
5,5,-0.88939,40,250,112,0.16,0.158
-6,10,3.022,40,250,112,0.16,0.158
-5,10,3.8554,40,250,112,0.16,0.158
-4,10,4.5595,40,250,112,0.16,0.158
-3,10,5.2895,40,250,112,0.16,0.158
-2,10,5.8584,40,250,112,0.16,0.158
-1,10,6.2762,40,250,112,0.16,0.158
0,10,6.332999999999999,40,250,112,0.16,0.158
1,10,5.9733,40,250,112,0.16,0.158
2,10,5.3838,40,250,112,0.16,0.158
3,10,3.4357,40,250,112,0.16,0.158
4,10,2.0338,40,250,112,0.16,0.158
5,10,0.71135,40,250,112,0.16,0.158
-6,15,2.9865,40,250,112,0.16,0.158
-5,15,3.7923,40,250,112,0.16,0.158
-4,15,4.5081,40,250,112,0.16,0.158
-3,15,5.2613,40,250,112,0.16,0.158
-2,15,5.8656,40,250,112,0.16,0.158
-1,15,6.4685,40,250,112,0.16,0.158
0,15,6.6282,40,250,112,0.16,0.158
1,15,6.4167,40,250,112,0.16,0.158
2,15,5.9331,40,250,112,0.16,0.158
3,15,4.5472,40,250,112,0.16,0.158
4,15,3.0983,40,250,112,0.16,0.158
5,15,1.5151,40,250,112,0.16,0.158
-6,20,2.9373,40,250,112,0.16,0.158
-5,20,3.7412,40,250,112,0.16,0.158
-4,20,4.5304,40,250,112,0.16,0.158
-3,20,5.3281,40,250,112,0.16,0.158
-2,20,6.004,40,250,112,0.16,0.158
-1,20,6.4985,40,250,112,0.16,0.158
0,20,6.7653,40,250,112,0.16,0.158
1,20,6.7284,40,250,112,0.16,0.158
2,20,5.7534,40,250,112,0.16,0.158
3,20,5.4218,40,250,112,0.16,0.158
4,20,3.0780000000000003,40,250,112,0.16,0.158
5,20,0.88765,40,250,112,0.16,0.158
-6,25,2.9031,40,250,112,0.16,0.158
-5,25,3.6872,40,250,112,0.16,0.158
-4,25,4.5884,40,250,112,0.16,0.158
-3,25,5.2759,40,250,112,0.16,0.158
-2,25,5.9877,40,250,112,0.16,0.158
-1,25,6.5934,40,250,112,0.16,0.158
0,25,6.8444,40,250,112,0.16,0.158
1,25,6.9649,40,250,112,0.16,0.158
2,25,6.4373,40,250,112,0.16,0.158
3,25,5.8692,40,250,112,0.16,0.158
4,25,4.1488,40,250,112,0.16,0.158
5,25,2.2351,40,250,112,0.16,0.158
-6,30,2.8865,40,250,112,0.16,0.158
-5,30,3.662,40,250,112,0.16,0.158
-4,30,4.4611,40,250,112,0.16,0.158
-3,30,5.2905,40,250,112,0.16,0.158
-2,30,6.0084,40,250,112,0.16,0.158
-1,30,6.5467,40,250,112,0.16,0.158
0,30,6.9909,40,250,112,0.16,0.158
1,30,7.0535,40,250,112,0.16,0.158
2,30,6.5918,40,250,112,0.16,0.158
3,30,6.0046,40,250,112,0.16,0.158
4,30,4.2159,40,250,112,0.16,0.158
5,30,2.7381,40,250,112,0.16,0.158
-6,35,2.8017,40,250,112,0.16,0.158
