Laser Power (dBm),Q (dB),Length of Segment 1 (km),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
2.1403,0,2.5,0.158,25,0,250,112,0.16
4.5875,-1,2.5,0.158,25,0,250,112,0.16
5.3921,-2,2.5,0.158,25,0,250,112,0.16
5.8143,-9,2.5,0.158,25,0,250,112,0.16
6.5777,-8,2.5,0.158,25,0,250,112,0.16
6.9011,-3,2.5,0.158,25,0,250,112,0.16
7.2311,-7,2.5,0.158,25,0,250,112,0.16
7.6492,-4,2.5,0.158,25,0,250,112,0.16
7.6623,-5,2.5,0.158,25,0,250,112,0.16
7.6715,-6,2.5,0.158,25,0,250,112,0.16
3.487,2,20.0,0.158,25,0,250,112,0.16
4.7838,1,20.0,0.158,25,0,250,112,0.16
5.2961,-9,20.0,0.158,25,0,250,112,0.16
5.728,-8,20.0,0.158,25,0,250,112,0.16
6.2575,0,20.0,0.158,25,0,250,112,0.16
6.2686,-7,20.0,0.158,25,0,250,112,0.16
6.6171,-6,20.0,0.158,25,0,250,112,0.16
6.962999999999999,-1,20.0,0.158,25,0,250,112,0.16
7.0767,-5,20.0,0.158,25,0,250,112,0.16
7.2479,-2,20.0,0.158,25,0,250,112,0.16
7.3211,-4,20.0,0.158,25,0,250,112,0.16
7.5452,-3,20.0,0.158,25,0,250,112,0.16
3.2631,2,22.5,0.158,25,0,250,112,0.16
4.6196,1,22.5,0.158,25,0,250,112,0.16
5.2363,-9,22.5,0.158,25,0,250,112,0.16
5.5785,-8,22.5,0.158,25,0,250,112,0.16
6.0929,-7,22.5,0.158,25,0,250,112,0.16
6.461,-6,22.5,0.158,25,0,250,112,0.16
6.566,0,22.5,0.158,25,0,250,112,0.16
6.8824,-5,22.5,0.158,25,0,250,112,0.16
6.9492,-1,22.5,0.158,25,0,250,112,0.16
7.1489,-4,22.5,0.158,25,0,250,112,0.16
7.3015,-2,22.5,0.158,25,0,250,112,0.16
7.4305,-3,22.5,0.158,25,0,250,112,0.16
4.6852,2,25.0,0.158,25,0,250,112,0.16
5.1297,-9,25.0,0.158,25,0,250,112,0.16
5.5398,-8,25.0,0.158,25,0,250,112,0.16
6.0034,-7,25.0,0.158,25,0,250,112,0.16
6.0949,1,25.0,0.158,25,0,250,112,0.16
6.3245,-6,25.0,0.158,25,0,250,112,0.16
6.6798,0,25.0,0.158,25,0,250,112,0.16
6.7094,-5,25.0,0.158,25,0,250,112,0.16
7.111000000000001,-4,25.0,0.158,25,0,250,112,0.16
7.2092,-1,25.0,0.158,25,0,250,112,0.16
7.3299,-3,25.0,0.158,25,0,250,112,0.16
7.3655,-2,25.0,0.158,25,0,250,112,0.16
-0.24306999999999998,2,5.0,0.158,25,0,250,112,0.16
1.3228,1,5.0,0.158,25,0,250,112,0.16
3.3341,0,5.0,0.158,25,0,250,112,0.16
5.3287,-1,5.0,0.158,25,0,250,112,0.16
5.8108,-9,5.0,0.158,25,0,250,112,0.16
5.8928,-2,5.0,0.158,25,0,250,112,0.16
6.457999999999999,-8,5.0,0.158,25,0,250,112,0.16
6.9695,-3,5.0,0.158,25,0,250,112,0.16
7.0718,-7,5.0,0.158,25,0,250,112,0.16
7.5651,-4,5.0,0.158,25,0,250,112,0.16
7.6003,-6,5.0,0.158,25,0,250,112,0.16
7.7763,-5,5.0,0.158,25,0,250,112,0.16
-0.22893000000000002,2,7.5,0.158,25,0,250,112,0.16
1.4447,1,7.5,0.158,25,0,250,112,0.16
4.6273,0,7.5,0.158,25,0,250,112,0.16
5.5917,-1,7.5,0.158,25,0,250,112,0.16
5.7148,-9,7.5,0.158,25,0,250,112,0.16
6.2022,-2,7.5,0.158,25,0,250,112,0.16
6.381,-8,7.5,0.158,25,0,250,112,0.16
6.9676,-7,7.5,0.158,25,0,250,112,0.16
7.2154,-3,7.5,0.158,25,0,250,112,0.16
7.487,-4,7.5,0.158,25,0,250,112,0.16
7.5038,-6,7.5,0.158,25,0,250,112,0.16
7.5901,-5,7.5,0.158,25,0,250,112,0.16
Q (dB),Laser Power (dBm),Length of Segment 1 (km), fiberAlphadB_2,Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1
