Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
8.0,0,1,250,112,0.16,0.158,80
8.0,0,2,250,112,0.16,0.158,80
8.0,0,3,250,112,0.16,0.158,80
8.0,0,4,250,112,0.16,0.158,80
8.0,0,5,250,112,0.16,0.158,80
10.0,0,-3,250,112,0.16,0.158,120
10.0,0,-2,250,112,0.16,0.158,120
10.0,0,-1,250,112,0.16,0.158,120
10.0,0,0,250,112,0.16,0.158,120
10.0,0,1,250,112,0.16,0.158,120
10.0,0,2,250,112,0.16,0.158,120
10.0,0,3,250,112,0.16,0.158,120
10.0,0,4,250,112,0.16,0.158,120
10.0,0,5,250,112,0.16,0.158,120
10.0,0,6,250,112,0.16,0.158,120
10.0,0,7,250,112,0.16,0.158,120
10.0,0,8,250,112,0.16,0.158,120
10.0,0,-1,250,112,0.16,0.158,150
10.0,0,0,250,112,0.16,0.158,150
10.0,0,1,250,112,0.16,0.158,150
10.0,0,2,250,112,0.16,0.158,150
10.0,0,3,250,112,0.16,0.158,150
10.0,0,4,250,112,0.16,0.158,150
10.0,0,5,250,112,0.16,0.158,150
10.0,0,6,250,112,0.16,0.158,150
10.0,0,7,250,112,0.16,0.158,150
10.0,0,8,250,112,0.16,0.158,150
10.0,0,9,250,112,0.16,0.158,150
10.0,0,10,250,112,0.16,0.158,150
15.0,0,-6,250,112,0.16,0.158,75
15.0,0,-5,250,112,0.16,0.158,75
15.0,0,-4,250,112,0.16,0.158,75
15.0,0,-3,250,112,0.16,0.158,75
15.0,0,-2,250,112,0.16,0.158,75
15.0,0,-1,250,112,0.16,0.158,75
15.0,0,0,250,112,0.16,0.158,75
15.0,0,1,250,112,0.16,0.158,75
15.0,0,2,250,112,0.16,0.158,75
15.0,0,3,250,112,0.16,0.158,75
15.0,0,4,250,112,0.16,0.158,75
15.0,0,5,250,112,0.16,0.158,75
16.0,0,-6,250,112,0.16,0.158,80
16.0,0,-5,250,112,0.16,0.158,80
16.0,0,-4,250,112,0.16,0.158,80
16.0,0,-3,250,112,0.16,0.158,80
16.0,0,-2,250,112,0.16,0.158,80
16.0,0,-1,250,112,0.16,0.158,80
16.0,0,0,250,112,0.16,0.158,80
16.0,0,1,250,112,0.16,0.158,80
16.0,0,2,250,112,0.16,0.158,80
16.0,0,3,250,112,0.16,0.158,80
16.0,0,4,250,112,0.16,0.158,80
16.0,0,5,250,112,0.16,0.158,80
20.0,0,-3,250,112,0.16,0.158,120
20.0,0,-2,250,112,0.16,0.158,120
20.0,0,-1,250,112,0.16,0.158,120
20.0,0,0,250,112,0.16,0.158,120
20.0,0,1,250,112,0.16,0.158,120
20.0,0,2,250,112,0.16,0.158,120
20.0,0,3,250,112,0.16,0.158,120
20.0,0,4,250,112,0.16,0.158,120
20.0,0,5,250,112,0.16,0.158,120
20.0,0,6,250,112,0.16,0.158,120
20.0,0,7,250,112,0.16,0.158,120
20.0,0,8,250,112,0.16,0.158,120
20.0,0,-1,250,112,0.16,0.158,150
20.0,0,0,250,112,0.16,0.158,150
20.0,0,1,250,112,0.16,0.158,150
20.0,0,2,250,112,0.16,0.158,150
20.0,0,3,250,112,0.16,0.158,150
20.0,0,4,250,112,0.16,0.158,150
20.0,0,5,250,112,0.16,0.158,150
20.0,0,6,250,112,0.16,0.158,150
20.0,0,7,250,112,0.16,0.158,150
20.0,0,8,250,112,0.16,0.158,150
20.0,0,9,250,112,0.16,0.158,150
20.0,0,10,250,112,0.16,0.158,150
22.5,0,-6,250,112,0.16,0.158,75
22.5,0,-5,250,112,0.16,0.158,75
22.5,0,-4,250,112,0.16,0.158,75
22.5,0,-3,250,112,0.16,0.158,75
22.5,0,-2,250,112,0.16,0.158,75
22.5,0,-1,250,112,0.16,0.158,75
22.5,0,0,250,112,0.16,0.158,75
22.5,0,1,250,112,0.16,0.158,75
22.5,0,2,250,112,0.16,0.158,75
22.5,0,3,250,112,0.16,0.158,75
22.5,0,4,250,112,0.16,0.158,75
22.5,0,5,250,112,0.16,0.158,75
24.0,0,-6,250,112,0.16,0.158,80
24.0,0,-5,250,112,0.16,0.158,80
24.0,0,-4,250,112,0.16,0.158,80
24.0,0,-3,250,112,0.16,0.158,80
24.0,0,-2,250,112,0.16,0.158,80
24.0,0,-1,250,112,0.16,0.158,80
24.0,0,0,250,112,0.16,0.158,80
24.0,0,1,250,112,0.16,0.158,80
24.0,0,2,250,112,0.16,0.158,80
24.0,0,3,250,112,0.16,0.158,80
24.0,0,4,250,112,0.16,0.158,80
24.0,0,5,250,112,0.16,0.158,80
30.0,0,-3,250,112,0.16,0.158,120
30.0,0,-2,250,112,0.16,0.158,120
30.0,0,-1,250,112,0.16,0.158,120
30.0,0,0,250,112,0.16,0.158,120
30.0,0,1,250,112,0.16,0.158,120
30.0,0,2,250,112,0.16,0.158,120
30.0,0,3,250,112,0.16,0.158,120
30.0,0,4,250,112,0.16,0.158,120
30.0,0,5,250,112,0.16,0.158,120
30.0,0,6,250,112,0.16,0.158,120
30.0,0,7,250,112,0.16,0.158,120
30.0,0,8,250,112,0.16,0.158,120
30.0,0,-1,250,112,0.16,0.158,150
30.0,0,0,250,112,0.16,0.158,150
30.0,0,1,250,112,0.16,0.158,150
30.0,0,2,250,112,0.16,0.158,150
30.0,0,3,250,112,0.16,0.158,150
30.0,0,4,250,112,0.16,0.158,150
30.0,0,5,250,112,0.16,0.158,150
30.0,0,6,250,112,0.16,0.158,150
30.0,0,7,250,112,0.16,0.158,150
30.0,0,8,250,112,0.16,0.158,150
30.0,0,9,250,112,0.16,0.158,150
30.0,0,10,250,112,0.16,0.158,150
30.0,0,-6,250,112,0.16,0.158,75
30.0,0,-5,250,112,0.16,0.158,75
30.0,0,-4,250,112,0.16,0.158,75
30.0,0,-3,250,112,0.16,0.158,75
30.0,0,-2,250,112,0.16,0.158,75
30.0,0,-1,250,112,0.16,0.158,75
30.0,0,0,250,112,0.16,0.158,75
30.0,0,1,250,112,0.16,0.158,75
30.0,0,2,250,112,0.16,0.158,75
30.0,0,3,250,112,0.16,0.158,75
30.0,0,4,250,112,0.16,0.158,75
30.0,0,5,250,112,0.16,0.158,75
32.0,0,-6,250,112,0.16,0.158,80
32.0,0,-5,250,112,0.16,0.158,80
32.0,0,-4,250,112,0.16,0.158,80
32.0,0,-3,250,112,0.16,0.158,80
32.0,0,-2,250,112,0.16,0.158,80
32.0,0,-1,250,112,0.16,0.158,80
32.0,0,0,250,112,0.16,0.158,80
32.0,0,1,250,112,0.16,0.158,80
32.0,0,2,250,112,0.16,0.158,80
32.0,0,3,250,112,0.16,0.158,80
32.0,0,4,250,112,0.16,0.158,80
32.0,0,5,250,112,0.16,0.158,80
37.5,0,-6,250,112,0.16,0.158,75
37.5,0,-5,250,112,0.16,0.158,75
37.5,0,-4,250,112,0.16,0.158,75
37.5,0,-3,250,112,0.16,0.158,75
37.5,0,-2,250,112,0.16,0.158,75
37.5,0,-1,250,112,0.16,0.158,75
37.5,0,0,250,112,0.16,0.158,75
37.5,0,1,250,112,0.16,0.158,75
37.5,0,2,250,112,0.16,0.158,75
37.5,0,3,250,112,0.16,0.158,75
37.5,0,4,250,112,0.16,0.158,75
37.5,0,5,250,112,0.16,0.158,75
40.0,0,-6,250,112,0.16,0.158,80
40.0,0,-5,250,112,0.16,0.158,80
40.0,0,-4,250,112,0.16,0.158,80
40.0,0,-3,250,112,0.16,0.158,80
40.0,0,-2,250,112,0.16,0.158,80
40.0,0,-1,250,112,0.16,0.158,80
40.0,0,0,250,112,0.16,0.158,80
40.0,0,1,250,112,0.16,0.158,80
40.0,0,2,250,112,0.16,0.158,80
40.0,0,3,250,112,0.16,0.158,80
40.0,0,4,250,112,0.16,0.158,80
40.0,0,5,250,112,0.16,0.158,80
40.0,0,-3,250,112,0.16,0.158,120
40.0,0,-2,250,112,0.16,0.158,120
40.0,0,-1,250,112,0.16,0.158,120
40.0,0,0,250,112,0.16,0.158,120
40.0,0,1,250,112,0.16,0.158,120
40.0,0,2,250,112,0.16,0.158,120
40.0,0,3,250,112,0.16,0.158,120
40.0,0,4,250,112,0.16,0.158,120
40.0,0,5,250,112,0.16,0.158,120
40.0,0,6,250,112,0.16,0.158,120
40.0,0,7,250,112,0.16,0.158,120
40.0,0,8,250,112,0.16,0.158,120
40.0,0,-1,250,112,0.16,0.158,150
40.0,0,0,250,112,0.16,0.158,150
40.0,0,1,250,112,0.16,0.158,150
40.0,0,2,250,112,0.16,0.158,150
40.0,0,3,250,112,0.16,0.158,150
40.0,0,4,250,112,0.16,0.158,150
40.0,0,5,250,112,0.16,0.158,150
40.0,0,6,250,112,0.16,0.158,150
40.0,0,7,250,112,0.16,0.158,150
40.0,0,8,250,112,0.16,0.158,150
40.0,0,9,250,112,0.16,0.158,150
40.0,0,10,250,112,0.16,0.158,150
45.0,0,-6,250,112,0.16,0.158,75
45.0,0,-5,250,112,0.16,0.158,75
45.0,0,-4,250,112,0.16,0.158,75
45.0,0,-3,250,112,0.16,0.158,75
45.0,0,-2,250,112,0.16,0.158,75
45.0,0,-1,250,112,0.16,0.158,75
45.0,0,0,250,112,0.16,0.158,75
45.0,0,1,250,112,0.16,0.158,75
45.0,0,2,250,112,0.16,0.158,75
45.0,0,3,250,112,0.16,0.158,75
45.0,0,4,250,112,0.16,0.158,75
45.0,0,5,250,112,0.16,0.158,75
48.0,0,-6,250,112,0.16,0.158,80
48.0,0,-5,250,112,0.16,0.158,80
48.0,0,-4,250,112,0.16,0.158,80
48.0,0,-3,250,112,0.16,0.158,80
48.0,0,-2,250,112,0.16,0.158,80
48.0,0,-1,250,112,0.16,0.158,80
48.0,0,0,250,112,0.16,0.158,80
48.0,0,1,250,112,0.16,0.158,80
48.0,0,2,250,112,0.16,0.158,80
48.0,0,3,250,112,0.16,0.158,80
48.0,0,4,250,112,0.16,0.158,80
48.0,0,5,250,112,0.16,0.158,80
50.0,0,-3,250,112,0.16,0.158,120
50.0,0,-2,250,112,0.16,0.158,120
50.0,0,-1,250,112,0.16,0.158,120
50.0,0,0,250,112,0.16,0.158,120
50.0,0,1,250,112,0.16,0.158,120
50.0,0,2,250,112,0.16,0.158,120
50.0,0,3,250,112,0.16,0.158,120
50.0,0,4,250,112,0.16,0.158,120
50.0,0,5,250,112,0.16,0.158,120
50.0,0,6,250,112,0.16,0.158,120
50.0,0,7,250,112,0.16,0.158,120
50.0,0,8,250,112,0.16,0.158,120
50.0,0,-1,250,112,0.16,0.158,150
50.0,0,0,250,112,0.16,0.158,150
50.0,0,1,250,112,0.16,0.158,150
50.0,0,2,250,112,0.16,0.158,150
50.0,0,3,250,112,0.16,0.158,150
50.0,0,4,250,112,0.16,0.158,150
50.0,0,5,250,112,0.16,0.158,150
50.0,0,6,250,112,0.16,0.158,150
50.0,0,7,250,112,0.16,0.158,150
50.0,0,8,250,112,0.16,0.158,150
50.0,0,9,250,112,0.16,0.158,150
50.0,0,10,250,112,0.16,0.158,150
52.5,0,-6,250,112,0.16,0.158,75
52.5,0,-5,250,112,0.16,0.158,75
52.5,0,-4,250,112,0.16,0.158,75
52.5,0,-3,250,112,0.16,0.158,75
52.5,0,-2,250,112,0.16,0.158,75
52.5,0,-1,250,112,0.16,0.158,75
52.5,0,0,250,112,0.16,0.158,75
52.5,0,1,250,112,0.16,0.158,75
52.5,0,2,250,112,0.16,0.158,75
52.5,0,3,250,112,0.16,0.158,75
52.5,0,4,250,112,0.16,0.158,75
52.5,0,5,250,112,0.16,0.158,75
56.0,0,-6,250,112,0.16,0.158,80
56.0,0,-5,250,112,0.16,0.158,80
56.0,0,-4,250,112,0.16,0.158,80
56.0,0,-3,250,112,0.16,0.158,80
56.0,0,-2,250,112,0.16,0.158,80
56.0,0,-1,250,112,0.16,0.158,80
56.0,0,0,250,112,0.16,0.158,80
56.0,0,1,250,112,0.16,0.158,80
56.0,0,2,250,112,0.16,0.158,80
56.0,0,3,250,112,0.16,0.158,80
56.0,0,4,250,112,0.16,0.158,80
56.0,0,5,250,112,0.16,0.158,80
60.0,0,-3,250,112,0.16,0.158,75
60.0,0,-2,250,112,0.16,0.158,75
60.0,0,-1,250,112,0.16,0.158,75
60.0,0,0,250,112,0.16,0.158,75
60.0,0,1,250,112,0.16,0.158,75
60.0,0,2,250,112,0.16,0.158,75
60.0,0,3,250,112,0.16,0.158,75
60.0,0,4,250,112,0.16,0.158,75
60.0,0,5,250,112,0.16,0.158,75
60.0,0,-3,250,112,0.16,0.158,120
60.0,0,-2,250,112,0.16,0.158,120
60.0,0,-1,250,112,0.16,0.158,120
60.0,0,0,250,112,0.16,0.158,120
60.0,0,1,250,112,0.16,0.158,120
60.0,0,2,250,112,0.16,0.158,120
60.0,0,3,250,112,0.16,0.158,120
60.0,0,4,250,112,0.16,0.158,120
60.0,0,5,250,112,0.16,0.158,120
60.0,0,6,250,112,0.16,0.158,120
60.0,0,7,250,112,0.16,0.158,120
60.0,0,8,250,112,0.16,0.158,120
60.0,0,-1,250,112,0.16,0.158,150
60.0,0,0,250,112,0.16,0.158,150
60.0,0,1,250,112,0.16,0.158,150
60.0,0,2,250,112,0.16,0.158,150
60.0,0,3,250,112,0.16,0.158,150
60.0,0,4,250,112,0.16,0.158,150
60.0,0,5,250,112,0.16,0.158,150
60.0,0,6,250,112,0.16,0.158,150
60.0,0,7,250,112,0.16,0.158,150
60.0,0,8,250,112,0.16,0.158,150
60.0,0,9,250,112,0.16,0.158,150
60.0,0,10,250,112,0.16,0.158,150
60.0,0,-6,250,112,0.16,0.158,75
60.0,0,-5,250,112,0.16,0.158,75
60.0,0,-4,250,112,0.16,0.158,75
64.0,0,-6,250,112,0.16,0.158,80
64.0,0,-5,250,112,0.16,0.158,80
64.0,0,-4,250,112,0.16,0.158,80
64.0,0,-3,250,112,0.16,0.158,80
64.0,0,-2,250,112,0.16,0.158,80
64.0,0,-1,250,112,0.16,0.158,80
64.0,0,0,250,112,0.16,0.158,80
64.0,0,1,250,112,0.16,0.158,80
64.0,0,2,250,112,0.16,0.158,80
64.0,0,3,250,112,0.16,0.158,80
64.0,0,4,250,112,0.16,0.158,80
64.0,0,5,250,112,0.16,0.158,80
67.5,0,-6,250,112,0.16,0.158,75
67.5,0,-5,250,112,0.16,0.158,75
67.5,0,-4,250,112,0.16,0.158,75
67.5,0,-3,250,112,0.16,0.158,75
67.5,0,-2,250,112,0.16,0.158,75
67.5,0,-1,250,112,0.16,0.158,75
67.5,0,0,250,112,0.16,0.158,75
67.5,0,1,250,112,0.16,0.158,75
67.5,0,2,250,112,0.16,0.158,75
67.5,0,3,250,112,0.16,0.158,75
67.5,0,4,250,112,0.16,0.158,75
67.5,0,5,250,112,0.16,0.158,75
70.0,0,-3,250,112,0.16,0.158,120
70.0,0,-2,250,112,0.16,0.158,120
70.0,0,-1,250,112,0.16,0.158,120
70.0,0,0,250,112,0.16,0.158,120
70.0,0,1,250,112,0.16,0.158,120
70.0,0,2,250,112,0.16,0.158,120
70.0,0,3,250,112,0.16,0.158,120
70.0,0,4,250,112,0.16,0.158,120
70.0,0,5,250,112,0.16,0.158,120
70.0,0,6,250,112,0.16,0.158,120
70.0,0,7,250,112,0.16,0.158,120
70.0,0,8,250,112,0.16,0.158,120
70.0,0,-1,250,112,0.16,0.158,150
70.0,0,0,250,112,0.16,0.158,150
70.0,0,1,250,112,0.16,0.158,150
70.0,0,2,250,112,0.16,0.158,150
70.0,0,3,250,112,0.16,0.158,150
70.0,0,4,250,112,0.16,0.158,150
70.0,0,5,250,112,0.16,0.158,150
70.0,0,6,250,112,0.16,0.158,150
70.0,0,7,250,112,0.16,0.158,150
70.0,0,8,250,112,0.16,0.158,150
70.0,0,9,250,112,0.16,0.158,150
70.0,0,10,250,112,0.16,0.158,150
72.0,0,-6,250,112,0.16,0.158,80
72.0,0,-5,250,112,0.16,0.158,80
72.0,0,-4,250,112,0.16,0.158,80
72.0,0,-3,250,112,0.16,0.158,80
72.0,0,-2,250,112,0.16,0.158,80
72.0,0,-1,250,112,0.16,0.158,80
72.0,0,0,250,112,0.16,0.158,80
72.0,0,1,250,112,0.16,0.158,80
72.0,0,2,250,112,0.16,0.158,80
72.0,0,3,250,112,0.16,0.158,80
72.0,0,4,250,112,0.16,0.158,80
72.0,0,5,250,112,0.16,0.158,80
75.0,0,-6,250,112,0.16,0.158,75
75.0,0,-5,250,112,0.16,0.158,75
75.0,0,-4,250,112,0.16,0.158,75
75.0,0,-3,250,112,0.16,0.158,75
75.0,0,-2,250,112,0.16,0.158,75
75.0,0,-1,250,112,0.16,0.158,75
75.0,0,0,250,112,0.16,0.158,75
75.0,0,1,250,112,0.16,0.158,75
75.0,0,2,250,112,0.16,0.158,75
75.0,0,3,250,112,0.16,0.158,75
75.0,0,4,250,112,0.16,0.158,75
75.0,0,5,250,112,0.16,0.158,75
80.0,0,-6,250,112,0.16,0.158,80
80.0,0,-5,250,112,0.16,0.158,80
80.0,0,-4,250,112,0.16,0.158,80
80.0,0,-3,250,112,0.16,0.158,80
80.0,0,-2,250,112,0.16,0.158,80
80.0,0,-1,250,112,0.16,0.158,80
80.0,0,0,250,112,0.16,0.158,80
80.0,0,1,250,112,0.16,0.158,80
80.0,0,2,250,112,0.16,0.158,80
80.0,0,3,250,112,0.16,0.158,80
80.0,0,4,250,112,0.16,0.158,80
80.0,0,5,250,112,0.16,0.158,80
80.0,0,-3,250,112,0.16,0.158,120
80.0,0,-2,250,112,0.16,0.158,120
80.0,0,-1,250,112,0.16,0.158,120
80.0,0,0,250,112,0.16,0.158,120
80.0,0,1,250,112,0.16,0.158,120
80.0,0,2,250,112,0.16,0.158,120
80.0,0,3,250,112,0.16,0.158,120
80.0,0,4,250,112,0.16,0.158,120
80.0,0,5,250,112,0.16,0.158,120
80.0,0,6,250,112,0.16,0.158,120
80.0,0,7,250,112,0.16,0.158,120
80.0,0,8,250,112,0.16,0.158,120
80.0,0,-1,250,112,0.16,0.158,150
80.0,0,0,250,112,0.16,0.158,150
80.0,0,1,250,112,0.16,0.158,150
80.0,0,2,250,112,0.16,0.158,150
80.0,0,3,250,112,0.16,0.158,150
80.0,0,4,250,112,0.16,0.158,150
80.0,0,5,250,112,0.16,0.158,150
80.0,0,6,250,112,0.16,0.158,150
80.0,0,7,250,112,0.16,0.158,150
80.0,0,8,250,112,0.16,0.158,150
80.0,0,9,250,112,0.16,0.158,150
80.0,0,10,250,112,0.16,0.158,150
90.0,0,-3,250,112,0.16,0.158,120
90.0,0,-2,250,112,0.16,0.158,120
90.0,0,-1,250,112,0.16,0.158,120
90.0,0,0,250,112,0.16,0.158,120
90.0,0,1,250,112,0.16,0.158,120
90.0,0,2,250,112,0.16,0.158,120
90.0,0,3,250,112,0.16,0.158,120
90.0,0,4,250,112,0.16,0.158,120
90.0,0,5,250,112,0.16,0.158,120
90.0,0,6,250,112,0.16,0.158,120
90.0,0,7,250,112,0.16,0.158,120
90.0,0,8,250,112,0.16,0.158,120
90.0,0,-1,250,112,0.16,0.158,150
90.0,0,0,250,112,0.16,0.158,150
90.0,0,1,250,112,0.16,0.158,150
90.0,0,2,250,112,0.16,0.158,150
90.0,0,3,250,112,0.16,0.158,150
90.0,0,4,250,112,0.16,0.158,150
90.0,0,5,250,112,0.16,0.158,150
90.0,0,6,250,112,0.16,0.158,150
90.0,0,7,250,112,0.16,0.158,150
90.0,0,8,250,112,0.16,0.158,150
90.0,0,9,250,112,0.16,0.158,150
90.0,0,10,250,112,0.16,0.158,150
100.0,0,-3,250,112,0.16,0.158,120
100.0,0,-2,250,112,0.16,0.158,120
100.0,0,-1,250,112,0.16,0.158,120
100.0,0,0,250,112,0.16,0.158,120
100.0,0,1,250,112,0.16,0.158,120
100.0,0,2,250,112,0.16,0.158,120
100.0,0,3,250,112,0.16,0.158,120
100.0,0,4,250,112,0.16,0.158,120
100.0,0,5,250,112,0.16,0.158,120
100.0,0,6,250,112,0.16,0.158,120
100.0,0,7,250,112,0.16,0.158,120
100.0,0,8,250,112,0.16,0.158,120
100.0,0,-1,250,112,0.16,0.158,150
100.0,0,0,250,112,0.16,0.158,150
100.0,0,1,250,112,0.16,0.158,150
100.0,0,2,250,112,0.16,0.158,150
100.0,0,3,250,112,0.16,0.158,150
100.0,0,4,250,112,0.16,0.158,150
100.0,0,5,250,112,0.16,0.158,150
100.0,0,6,250,112,0.16,0.158,150
100.0,0,7,250,112,0.16,0.158,150
100.0,0,8,250,112,0.16,0.158,150
100.0,0,9,250,112,0.16,0.158,150
100.0,0,10,250,112,0.16,0.158,150
110.0,0,-3,250,112,0.16,0.158,120
110.0,0,-2,250,112,0.16,0.158,120
110.0,0,-1,250,112,0.16,0.158,120
110.0,0,0,250,112,0.16,0.158,120
110.0,0,1,250,112,0.16,0.158,120
110.0,0,2,250,112,0.16,0.158,120
110.0,0,3,250,112,0.16,0.158,120
110.0,0,4,250,112,0.16,0.158,120
110.0,0,5,250,112,0.16,0.158,120
110.0,0,6,250,112,0.16,0.158,120
110.0,0,7,250,112,0.16,0.158,120
110.0,0,8,250,112,0.16,0.158,120
110.0,0,-1,250,112,0.16,0.158,150
110.0,0,0,250,112,0.16,0.158,150
110.0,0,1,250,112,0.16,0.158,150
110.0,0,2,250,112,0.16,0.158,150
110.0,0,4,250,112,0.16,0.158,150
110.0,0,5,250,112,0.16,0.158,150
110.0,0,6,250,112,0.16,0.158,150
110.0,0,7,250,112,0.16,0.158,150
110.0,0,8,250,112,0.16,0.158,150
110.0,0,9,250,112,0.16,0.158,150
110.0,0,10,250,112,0.16,0.158,150
120.0,0,-3,250,112,0.16,0.158,120
120.0,0,-2,250,112,0.16,0.158,120
120.0,0,-1,250,112,0.16,0.158,120
120.0,0,0,250,112,0.16,0.158,120
120.0,0,1,250,112,0.16,0.158,120
120.0,0,2,250,112,0.16,0.158,120
120.0,0,3,250,112,0.16,0.158,120
120.0,0,4,250,112,0.16,0.158,120
120.0,0,5,250,112,0.16,0.158,120
120.0,0,6,250,112,0.16,0.158,120
120.0,0,7,250,112,0.16,0.158,120
120.0,0,8,250,112,0.16,0.158,120
120.0,0,-1,250,112,0.16,0.158,150
120.0,0,0,250,112,0.16,0.158,150
120.0,0,1,250,112,0.16,0.158,150
120.0,0,2,250,112,0.16,0.158,150
120.0,0,3,250,112,0.16,0.158,150
120.0,0,4,250,112,0.16,0.158,150
120.0,0,5,250,112,0.16,0.158,150
120.0,0,6,250,112,0.16,0.158,150
120.0,0,7,250,112,0.16,0.158,150
120.0,0,8,250,112,0.16,0.158,150
120.0,0,9,250,112,0.16,0.158,150
120.0,0,10,250,112,0.16,0.158,150
130.0,0,-1,250,112,0.16,0.158,150
130.0,0,0,250,112,0.16,0.158,150
130.0,0,1,250,112,0.16,0.158,150
130.0,0,3,250,112,0.16,0.158,150
130.0,0,4,250,112,0.16,0.158,150
130.0,0,5,250,112,0.16,0.158,150
130.0,0,6,250,112,0.16,0.158,150
130.0,0,7,250,112,0.16,0.158,150
130.0,0,8,250,112,0.16,0.158,150
130.0,0,9,250,112,0.16,0.158,150
130.0,0,10,250,112,0.16,0.158,150
140.0,0,-1,250,112,0.16,0.158,150
140.0,0,0,250,112,0.16,0.158,150
140.0,0,1,250,112,0.16,0.158,150
140.0,0,3,250,112,0.16,0.158,150
140.0,0,4,250,112,0.16,0.158,150
140.0,0,5,250,112,0.16,0.158,150
140.0,0,6,250,112,0.16,0.158,150
140.0,0,7,250,112,0.16,0.158,150
140.0,0,8,250,112,0.16,0.158,150
140.0,0,9,250,112,0.16,0.158,150
140.0,0,10,250,112,0.16,0.158,150
150.0,0,-1,250,112,0.16,0.158,150
150.0,0,0,250,112,0.16,0.158,150
150.0,0,1,250,112,0.16,0.158,150
150.0,0,2,250,112,0.16,0.158,150
150.0,0,3,250,112,0.16,0.158,150
150.0,0,4,250,112,0.16,0.158,150
150.0,0,5,250,112,0.16,0.158,150
150.0,0,6,250,112,0.16,0.158,150
150.0,0,7,250,112,0.16,0.158,150
150.0,0,8,250,112,0.16,0.158,150
150.0,0,9,250,112,0.16,0.158,150
150.0,0,10,250,112,0.16,0.158,150
