QdB, laserPowerdBmArray, segmentLength_1, percComp, fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
7.5564,-6,2,100,250,112,0.16,0.158,20
7.1399,-4,2,100,250,112,0.16,0.158,20
6.4752,-3,2,100,250,112,0.16,0.158,20
5.5626,-2,2,100,250,112,0.16,0.158,20
2.9996,-1,2,100,250,112,0.16,0.158,20
1.9946,0,2,100,250,112,0.16,0.158,20
-1.5392,1,2,100,250,112,0.16,0.158,20
-2.2028,2,2,100,250,112,0.16,0.158,20
5.8345,-9,4,100,250,112,0.16,0.158,20
6.666,-8,4,100,250,112,0.16,0.158,20
7.2374,-7,4,100,250,112,0.16,0.158,20
7.6427,-6,4,100,250,112,0.16,0.158,20
7.6427,-4,4,100,250,112,0.16,0.158,20
6.2589,-3,4,100,250,112,0.16,0.158,20
5.2915,-2,4,100,250,112,0.16,0.158,20
4.0326,-1,4,100,250,112,0.16,0.158,20
2.3082,0,4,100,250,112,0.16,0.158,20
6.6929,-8,6,100,250,112,0.16,0.158,20
7.2864,-7,6,100,250,112,0.16,0.158,20
7.8982,-5,6,100,250,112,0.16,0.158,20
7.8551,-4,6,100,250,112,0.16,0.158,20
6.4602,-2,6,100,250,112,0.16,0.158,20
5.2031,-1,6,100,250,112,0.16,0.158,20
2.8657,0,6,100,250,112,0.16,0.158,20
1.4534,1,6,100,250,112,0.16,0.158,20
-0.75938,2,6,100,250,112,0.16,0.158,20
5.8398,-9,8,100,250,112,0.16,0.158,20
6.5793,-8,8,100,250,112,0.16,0.158,20
7.3157,-7,8,100,250,112,0.16,0.158,20
8.0007,-6,8,100,250,112,0.16,0.158,20
8.061,-5,8,100,250,112,0.16,0.158,20
7.9911,-4,8,100,250,112,0.16,0.158,20
7.4822,-3,8,100,250,112,0.16,0.158,20
6.1894,-2,8,100,250,112,0.16,0.158,20
6.6243,-8,10,100,250,112,0.16,0.158,20
7.4258,-7,10,100,250,112,0.16,0.158,20
8.3266,-5,10,100,250,112,0.16,0.158,20
4.7771,-9,0,100,250,112,0.16,0.158,10
7.0689,-2,10,100,250,112,0.16,0.158,20
4.4453,0,10,100,250,112,0.16,0.158,20
0.85565,2,10,100,250,112,0.16,0.158,20
5.8333,-9,12,100,250,112,0.16,0.158,20
6.7712,-8,12,100,250,112,0.16,0.158,20
7.4178,-7,12,100,250,112,0.16,0.158,20
8.1117,-6,12,100,250,112,0.16,0.158,20
8.5429,-5,12,100,250,112,0.16,0.158,20
8.3424,-4,12,100,250,112,0.16,0.158,20
7.9847,-3,12,100,250,112,0.16,0.158,20
7.4715,-2,12,100,250,112,0.16,0.158,20
5.1613,-1,12,100,250,112,0.16,0.158,20
5.772,0,12,100,250,112,0.16,0.158,20
2.7776,1,12,100,250,112,0.16,0.158,20
5.8416,-9,14,100,250,112,0.16,0.158,20
1.8873,-1,1,100,250,112,0.16,0.158,10
8.0946,-6,14,100,250,112,0.16,0.158,20
8.4542,-5,14,100,250,112,0.16,0.158,20
8.3325,-3,14,100,250,112,0.16,0.158,20
4.838,0,14,100,250,112,0.16,0.158,20
2.3076,2,14,100,250,112,0.16,0.158,20
5.8494,-9,16,100,250,112,0.16,0.158,20
0.74582,0,1,100,250,112,0.16,0.158,10
6.7226,-8,16,100,250,112,0.16,0.158,20
7.4609,-7,16,100,250,112,0.16,0.158,20
8.6573,-5,16,100,250,112,0.16,0.158,20
8.8153,-4,16,100,250,112,0.16,0.158,20
8.4956,-3,16,100,250,112,0.16,0.158,20
8.0693,-2,16,100,250,112,0.16,0.158,20
7.2756,-1,16,100,250,112,0.16,0.158,20
-1.4561,1,1,100,250,112,0.16,0.158,10
5.9288,-9,18,100,250,112,0.16,0.158,20
6.7401,-8,18,100,250,112,0.16,0.158,20
7.5763,-7,18,100,250,112,0.16,0.158,20
8.2403,-6,18,100,250,112,0.16,0.158,20
8.7904,-5,18,100,250,112,0.16,0.158,20
-6.4975,2,1,100,250,112,0.16,0.158,10
4.9043,-9,2,100,250,112,0.16,0.158,10
5.5884,-8,2,100,250,112,0.16,0.158,10
6.1934,-7,2,100,250,112,0.16,0.158,10
6.4985,-6,2,100,250,112,0.16,0.158,10
7.2864,-3,5,100,250,112,0.16,0.158,25
6.7917,-5,2,100,250,112,0.16,0.158,10
5.5073,-8,0,100,250,112,0.16,0.158,10
6.4306,-4,2,100,250,112,0.16,0.158,10
5.084,-3,2,100,250,112,0.16,0.158,10
4.4673,0,10,100,250,112,0.16,0.158,25
4.6744,-2,2,100,250,112,0.16,0.158,10
2.077,2,12.5,100,250,112,0.16,0.158,25
2.4918,-1,2,100,250,112,0.16,0.158,10
0.98269,0,2,100,250,112,0.16,0.158,10
-1.7803,1,2,100,250,112,0.16,0.158,10
-3.9101,2,2,100,250,112,0.16,0.158,10
4.2365,1,20,100,250,112,0.16,0.158,25
4.907,-9,3,100,250,112,0.16,0.158,10
6.0135,1,22.5,100,250,112,0.16,0.158,25
3.9608,2,22.5,100,250,112,0.16,0.158,25
5.919,-9,25,100,250,112,0.16,0.158,25
6.679,-8,25,100,250,112,0.16,0.158,25
7.6675,-7,25,100,250,112,0.16,0.158,25
8.3364,-6,25,100,250,112,0.16,0.158,25
5.6552,-8,3,100,250,112,0.16,0.158,10
6.6386,0,25,100,250,112,0.16,0.158,25
6.172,-7,3,100,250,112,0.16,0.158,10
6.0864,-7,0,100,250,112,0.16,0.158,10
5.9802,-2,0,100,250,112,0.16,0.158,30
-1.5142,2,0,100,250,112,0.16,0.158,30
6.7831,-6,3,100,250,112,0.16,0.158,10
4.5914,-1,3,100,250,112,0.16,0.158,30
0.93543,1,3,100,250,112,0.16,0.158,30
6.9373,-5,3,100,250,112,0.16,0.158,10
3.6429,0,6,100,250,112,0.16,0.158,30
6.7476,-4,3,100,250,112,0.16,0.158,10
1.4354,1,6,100,250,112,0.16,0.158,30
-1.2003,2,6,100,250,112,0.16,0.158,30
-3.8263,3,6,100,250,112,0.16,0.158,30
8.061,-6,9,100,250,112,0.16,0.158,30
5.7732,-3,3,100,250,112,0.16,0.158,10
5.3698,-2,3,100,250,112,0.16,0.158,10
3.183,-1,3,100,250,112,0.16,0.158,10
6.675,-8,18,100,250,112,0.16,0.158,30
0.91597,0,3,100,250,112,0.16,0.158,10
-0.49457,1,3,100,250,112,0.16,0.158,10
9.1129,-4,21,100,250,112,0.16,0.158,30
8.2973,-2,21,100,250,112,0.16,0.158,30
-3.6106,2,3,100,250,112,0.16,0.158,10
9.1747,-4,24,100,250,112,0.16,0.158,30
9.061,-3,24,100,250,112,0.16,0.158,30
8.5292,-2,24,100,250,112,0.16,0.158,30
4.8828,-9,4,100,250,112,0.16,0.158,10
6.438,-6,0,100,250,112,0.16,0.158,10
6.5583,0,24,100,250,112,0.16,0.158,30
5.0369,2,24,100,250,112,0.16,0.158,30
5.6818,-8,4,100,250,112,0.16,0.158,10
9.1972,-3,27,100,250,112,0.16,0.158,30
6.482,1,27,100,250,112,0.16,0.158,30
5.3584,2,27,100,250,112,0.16,0.158,30
7.6323,-7,30,100,250,112,0.16,0.158,30
6.413,-7,4,100,250,112,0.16,0.158,10
8.9569,-5,30,100,250,112,0.16,0.158,30
6.9264,-6,4,100,250,112,0.16,0.158,10
7.1299,-5,4,100,250,112,0.16,0.158,10
7.0467,-4,4,100,250,112,0.16,0.158,10
5.8716,-3,4,100,250,112,0.16,0.158,10
-0.36365,3,8,100,250,112,0.16,0.158,40
8.2915,-5,12,100,250,112,0.16,0.158,40
5.3921,-2,4,100,250,112,0.16,0.158,10
4.4536,1,12,100,250,112,0.16,0.158,40
6.2424,-8,16,100,250,112,0.16,0.158,40
3.8985,-1,4,100,250,112,0.16,0.158,10
8.6376,-4,16,100,250,112,0.16,0.158,40
8.6181,-3,16,100,250,112,0.16,0.158,40
7.9895,-2,16,100,250,112,0.16,0.158,40
7.379,-1,16,100,250,112,0.16,0.158,40
6.61,0,16,100,250,112,0.16,0.158,40
5.1027,1,16,100,250,112,0.16,0.158,40
3.0026,2,16,100,250,112,0.16,0.158,40
1.3051,3,16,100,250,112,0.16,0.158,40
6.2294,-8,20,100,250,112,0.16,0.158,40
1.8286,0,4,100,250,112,0.16,0.158,10
7.0835,-7,20,100,250,112,0.16,0.158,40
7.8002,-6,20,100,250,112,0.16,0.158,40
8.3972,-5,20,100,250,112,0.16,0.158,40
8.7849,-4,20,100,250,112,0.16,0.158,40
8.3444,-2,20,100,250,112,0.16,0.158,40
-0.53059,1,4,100,250,112,0.16,0.158,10
6.3587,-5,0,100,250,112,0.16,0.158,10
8.5001,-2,24,100,250,112,0.16,0.158,40
-2.5117,2,4,100,250,112,0.16,0.158,10
4.9466,-9,5,100,250,112,0.16,0.158,10
6.1007,1,28,100,250,112,0.16,0.158,40
3.3806,3,28,100,250,112,0.16,0.158,40
6.2458,-8,32,100,250,112,0.16,0.158,40
5.7814,-8,5,100,250,112,0.16,0.158,10
7.6079,0,32,100,250,112,0.16,0.158,40
6.3048,-8,36,100,250,112,0.16,0.158,40
7.1051,-7,36,100,250,112,0.16,0.158,40
6.4299,-7,5,100,250,112,0.16,0.158,10
8.8069,-5,36,100,250,112,0.16,0.158,40
6.8931,-6,5,100,250,112,0.16,0.158,10
7.8997,-6,40,100,250,112,0.16,0.158,40
8.6205,-5,40,100,250,112,0.16,0.158,40
6.4196,2,40,100,250,112,0.16,0.158,40
7.1379,-5,5,100,250,112,0.16,0.158,10
6.7883,-2,0,100,250,112,0.16,0.158,50
7.3644,-4,5,100,250,112,0.16,0.158,10
7.98,-4,5,100,250,112,0.16,0.158,50
7.8699,-3,5,100,250,112,0.16,0.158,50
7.295,-2,5,100,250,112,0.16,0.158,50
6.6668,-3,5,100,250,112,0.16,0.158,10
7.228,-6,10,100,250,112,0.16,0.158,50
6.0606,-2,5,100,250,112,0.16,0.158,10
4.3841,-1,5,100,250,112,0.16,0.158,10
6.1787,-4,0,100,250,112,0.16,0.158,10
2.2793,0,5,100,250,112,0.16,0.158,10
0.73784,1,5,100,250,112,0.16,0.158,10
1.0504,4,20,100,250,112,0.16,0.158,50
7.9737,-5,25,100,250,112,0.16,0.158,50
-0.81892,2,5,100,250,112,0.16,0.158,10
0.9824,4,25,100,250,112,0.16,0.158,50
4.9894,-9,6,100,250,112,0.16,0.158,10
8.0428,0,30,100,250,112,0.16,0.158,50
6.963,1,30,100,250,112,0.16,0.158,50
6.0994,2,30,100,250,112,0.16,0.158,50
4.6204,3,30,100,250,112,0.16,0.158,50
1.7408,4,30,100,250,112,0.16,0.158,50
6.464,-7,35,100,250,112,0.16,0.158,50
7.2692,-6,35,100,250,112,0.16,0.158,50
8.1516,-5,35,100,250,112,0.16,0.158,50
8.5613,-4,35,100,250,112,0.16,0.158,50
9.1635,-3,35,100,250,112,0.16,0.158,50
5.7292,-8,6,100,250,112,0.16,0.158,10
9.0989,-2,35,100,250,112,0.16,0.158,50
8.8153,-1,35,100,250,112,0.16,0.158,50
8.1185,0,35,100,250,112,0.16,0.158,50
7.3949,1,35,100,250,112,0.16,0.158,50
5.8315,2,35,100,250,112,0.16,0.158,50
4.8701,3,35,100,250,112,0.16,0.158,50
2.0903,4,35,100,250,112,0.16,0.158,50
6.4655,-7,40,100,250,112,0.16,0.158,50
7.3722,-6,40,100,250,112,0.16,0.158,50
8.1117,-5,40,100,250,112,0.16,0.158,50
6.4588,-7,6,100,250,112,0.16,0.158,10
8.7028,-4,40,100,250,112,0.16,0.158,50
9.2676,-3,40,100,250,112,0.16,0.158,50
9.1344,-2,40,100,250,112,0.16,0.158,50
8.8407,-1,40,100,250,112,0.16,0.158,50
7.6041,1,40,100,250,112,0.16,0.158,50
6.641,2,40,100,250,112,0.16,0.158,50
5.1085,3,40,100,250,112,0.16,0.158,50
3.1595,4,40,100,250,112,0.16,0.158,50
6.4948,-7,45,100,250,112,0.16,0.158,50
7.0718,-6,6,100,250,112,0.16,0.158,10
7.3846,-6,45,100,250,112,0.16,0.158,50
7.9332,-5,45,100,250,112,0.16,0.158,50
9.2319,-3,45,100,250,112,0.16,0.158,50
9.2676,-2,45,100,250,112,0.16,0.158,50
8.8637,-1,45,100,250,112,0.16,0.158,50
8.3686,0,45,100,250,112,0.16,0.158,50
7.7903,1,45,100,250,112,0.16,0.158,50
6.6693,2,45,100,250,112,0.16,0.158,50
7.4074,-5,6,100,250,112,0.16,0.158,10
6.4827,-7,50,100,250,112,0.16,0.158,50
8.1151,-5,50,100,250,112,0.16,0.158,50
8.7849,-4,50,100,250,112,0.16,0.158,50
9.2962,-3,50,100,250,112,0.16,0.158,50
9.2397,-2,50,100,250,112,0.16,0.158,50
8.7605,-1,50,100,250,112,0.16,0.158,50
8.5567,0,50,100,250,112,0.16,0.158,50
8.0216,1,50,100,250,112,0.16,0.158,50
7.4456,-4,6,100,250,112,0.16,0.158,10
6.7276,2,50,100,250,112,0.16,0.158,50
5.0936,3,50,100,250,112,0.16,0.158,50
4.246,4,50,100,250,112,0.16,0.158,50
6.4925,-6,0,100,250,112,0.16,0.158,60
6.976,-5,0,100,250,112,0.16,0.158,60
7.4538,-4,0,100,250,112,0.16,0.158,60
7.1814,-2,0,100,250,112,0.16,0.158,60
7.0621,-3,6,100,250,112,0.16,0.158,10
4.5756,-3,0,100,250,112,0.16,0.158,10
-2.5136,4,0,100,250,112,0.16,0.158,60
7.7429,-4,6,100,250,112,0.16,0.158,60
7.7183,-3,6,100,250,112,0.16,0.158,60
5.0359,-2,6,100,250,112,0.16,0.158,10
4.9568,-1,6,100,250,112,0.16,0.158,10
3.0817,0,6,100,250,112,0.16,0.158,10
6.4521,1,18,100,250,112,0.16,0.158,60
1.3118,1,6,100,250,112,0.16,0.158,10
-1.0676,2,6,100,250,112,0.16,0.158,10
4.924,-9,7,100,250,112,0.16,0.158,10
7.3376,-5,36,100,250,112,0.16,0.158,60
8.0878,-4,36,100,250,112,0.16,0.158,60
5.7488,-8,7,100,250,112,0.16,0.158,10
6.5482,-7,7,100,250,112,0.16,0.158,10
7.156,-6,7,100,250,112,0.16,0.158,10
9.0644,-2,48,100,250,112,0.16,0.158,60
7.5244,-5,7,100,250,112,0.16,0.158,10
3.9443,-2,0,100,250,112,0.16,0.158,10
6.5252,-6,54,100,250,112,0.16,0.158,60
9.1416,-2,54,100,250,112,0.16,0.158,60
8.5544,0,54,100,250,112,0.16,0.158,60
7.9705,1,54,100,250,112,0.16,0.158,60
7.5977,-4,7,100,250,112,0.16,0.158,10
7.3745,-3,7,100,250,112,0.16,0.158,10
6.7234,-2,7,100,250,112,0.16,0.158,10
-1.8056,4,0,100,250,112,0.16,0.158,75
5.1375,-1,7,100,250,112,0.16,0.158,10
4.0832,0,7,100,250,112,0.16,0.158,10
2.9471,1,7,100,250,112,0.16,0.158,10
-0.47132,2,7,100,250,112,0.16,0.158,10
4.9917,-9,8,100,250,112,0.16,0.158,10
5.3801,-6,37.5,100,250,112,0.16,0.158,75
5.7978,-8,8,100,250,112,0.16,0.158,10
6.4064,-7,8,100,250,112,0.16,0.158,10
1.53,-1,0,100,250,112,0.16,0.158,10
