Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
-6,24,5.9398,60,0,250,112,0.16,0.158
-5,24,6.5637,60,0,250,112,0.16,0.158
-4,24,7.2437,60,0,250,112,0.16,0.158
-3,24,7.6557,60,0,250,112,0.16,0.158
-2,24,7.7875,60,0,250,112,0.16,0.158
-1,24,7.7265,60,0,250,112,0.16,0.158
0,24,7.3157,60,0,250,112,0.16,0.158
1,24,6.7368,60,0,250,112,0.16,0.158
2,24,5.1046,60,0,250,112,0.16,0.158
3,24,3.9382,60,0,250,112,0.16,0.158
4,24,2.1191,60,0,250,112,0.16,0.158
-7,30,5.176,60,0,250,112,0.16,0.158
-6,30,5.7738,60,0,250,112,0.16,0.158
-5,30,6.5183,60,0,250,112,0.16,0.158
-4,30,7.0448,60,0,250,112,0.16,0.158
-3,30,7.5354,60,0,250,112,0.16,0.158
-2,30,7.816,60,0,250,112,0.16,0.158
-1,30,7.7553,60,0,250,112,0.16,0.158
0,30,7.5713,60,0,250,112,0.16,0.158
1,30,6.9593,60,0,250,112,0.16,0.158
2,30,5.9777,60,0,250,112,0.16,0.158
3,30,4.9941,60,0,250,112,0.16,0.158
4,30,2.6788,60,0,250,112,0.16,0.158
-7,36,4.988,60,0,250,112,0.16,0.158
-6,36,5.6586,60,0,250,112,0.16,0.158
-5,36,6.1847,60,0,250,112,0.16,0.158
-4,36,6.8691,60,0,250,112,0.16,0.158
-3,36,7.4006,60,0,250,112,0.16,0.158
-2,36,7.7265,60,0,250,112,0.16,0.158
-1,36,7.9058,60,0,250,112,0.16,0.158
0,36,7.6066,60,0,250,112,0.16,0.158
1,36,7.0544,60,0,250,112,0.16,0.158
2,36,5.4424,60,0,250,112,0.16,0.158
3,36,5.2328,60,0,250,112,0.16,0.158
4,36,2.2253,60,0,250,112,0.16,0.158
-7,42,4.9102,60,0,250,112,0.16,0.158
-6,42,5.5181,60,0,250,112,0.16,0.158
-5,42,6.1269,60,0,250,112,0.16,0.158
-4,42,6.7209,60,0,250,112,0.16,0.158
-3,42,7.2649,60,0,250,112,0.16,0.158
-2,42,7.5838,60,0,250,112,0.16,0.158
-1,42,7.6901,60,0,250,112,0.16,0.158
0,42,7.6874,60,0,250,112,0.16,0.158
1,42,7.2681,60,0,250,112,0.16,0.158
2,42,5.8734,60,0,250,112,0.16,0.158
3,42,5.577999999999999,60,0,250,112,0.16,0.158
4,42,3.5557,60,0,250,112,0.16,0.158
-7,48,4.7554,60,0,250,112,0.16,0.158
-6,48,5.3068,60,0,250,112,0.16,0.158
-5,48,6.035,60,0,250,112,0.16,0.158
-4,48,6.5754,60,0,250,112,0.16,0.158
-3,48,7.0943,60,0,250,112,0.16,0.158
-2,48,7.499,60,0,250,112,0.16,0.158
-1,48,7.6169,60,0,250,112,0.16,0.158
0,48,7.5038,60,0,250,112,0.16,0.158
1,48,7.229,60,0,250,112,0.16,0.158
2,48,5.6217,60,0,250,112,0.16,0.158
3,48,5.2794,60,0,250,112,0.16,0.158
4,48,3.8022,60,0,250,112,0.16,0.158
-7,54,4.5935,60,0,250,112,0.16,0.158
-6,54,5.2011,60,0,250,112,0.16,0.158
-5,54,5.8226,60,0,250,112,0.16,0.158
-4,54,6.5321,60,0,250,112,0.16,0.158
-3,54,6.9319,60,0,250,112,0.16,0.158
-2,54,7.3069,60,0,250,112,0.16,0.158
-1,54,7.5074,60,0,250,112,0.16,0.158
0,54,7.6323,60,0,250,112,0.16,0.158
1,54,7.3211,60,0,250,112,0.16,0.158
2,54,6.7061,60,0,250,112,0.16,0.158
3,54,5.8512,60,0,250,112,0.16,0.158
4,54,3.7773,60,0,250,112,0.16,0.158
-7,60,4.5165,60,0,250,112,0.16,0.158
-6,60,5.0926,60,0,250,112,0.16,0.158
-5,60,5.6608,60,0,250,112,0.16,0.158
-4,60,6.2076,60,0,250,112,0.16,0.158
-3,60,6.7209,60,0,250,112,0.16,0.158
-2,60,7.1917,60,0,250,112,0.16,0.158
-1,60,7.4763,60,0,250,112,0.16,0.158
0,60,7.511,60,0,250,112,0.16,0.158
1,60,7.0747,60,0,250,112,0.16,0.158
2,60,6.6929,60,0,250,112,0.16,0.158
3,60,5.8297,60,0,250,112,0.16,0.158
4,60,4.3487,60,0,250,112,0.16,0.158
