Laser Power (dBm),Q (dB),Length of Segment 1 (km),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
-4,9.1747,24.0,30,100,250,112,0.16,0.158
-3,9.061,24.0,30,100,250,112,0.16,0.158
-2,8.5292,24.0,30,100,250,112,0.16,0.158
-1,7.9959,24.0,30,100,250,112,0.16,0.158
0,6.5583,24.0,30,100,250,112,0.16,0.158
1,5.8167,24.0,30,100,250,112,0.16,0.158
2,5.0369,24.0,30,100,250,112,0.16,0.158
3,2.4715,24.0,30,100,250,112,0.16,0.158
-8,6.6491,27.0,30,100,250,112,0.16,0.158
-7,7.4918,27.0,30,100,250,112,0.16,0.158
-6,8.3931,27.0,30,100,250,112,0.16,0.158
-5,8.914,27.0,30,100,250,112,0.16,0.158
-4,9.1821,27.0,30,100,250,112,0.16,0.158
-3,9.1972,27.0,30,100,250,112,0.16,0.158
-2,8.6474,27.0,30,100,250,112,0.16,0.158
-1,8.1711,27.0,30,100,250,112,0.16,0.158
0,7.6003,27.0,30,100,250,112,0.16,0.158
1,6.482,27.0,30,100,250,112,0.16,0.158
2,5.3584,27.0,30,100,250,112,0.16,0.158
3,3.3458,27.0,30,100,250,112,0.16,0.158
-8,6.7036,30.0,30,100,250,112,0.16,0.158
-7,7.6323,30.0,30,100,250,112,0.16,0.158
-6,8.4014,30.0,30,100,250,112,0.16,0.158
-5,8.9569,30.0,30,100,250,112,0.16,0.158
-4,9.519,30.0,30,100,250,112,0.16,0.158
-3,9.6359,30.0,30,100,250,112,0.16,0.158
-2,9.0746,30.0,30,100,250,112,0.16,0.158
-1,8.4542,30.0,30,100,250,112,0.16,0.158
0,6.8497,30.0,30,100,250,112,0.16,0.158
1,6.2838,30.0,30,100,250,112,0.16,0.158
2,5.4667,30.0,30,100,250,112,0.16,0.158
3,3.0128,30.0,30,100,250,112,0.16,0.158
-8,6.1894,0.0,40,100,250,112,0.16,0.158
-7,6.834,0.0,40,100,250,112,0.16,0.158
-6,7.522,0.0,40,100,250,112,0.16,0.158
-5,7.7197,0.0,40,100,250,112,0.16,0.158
-4,7.6079,0.0,40,100,250,112,0.16,0.158
-3,7.1631,0.0,40,100,250,112,0.16,0.158
-2,6.1079,0.0,40,100,250,112,0.16,0.158
-1,4.4264,0.0,40,100,250,112,0.16,0.158
0,3.5123,0.0,40,100,250,112,0.16,0.158
1,1.7819999999999998,0.0,40,100,250,112,0.16,0.158
2,0.23114,0.0,40,100,250,112,0.16,0.158
3,-1.9124,0.0,40,100,250,112,0.16,0.158
-8,6.2144,4.0,40,100,250,112,0.16,0.158
-7,6.9391,4.0,40,100,250,112,0.16,0.158
-6,7.5889,4.0,40,100,250,112,0.16,0.158
-5,8.0461,4.0,40,100,250,112,0.16,0.158
-4,7.9502,4.0,40,100,250,112,0.16,0.158
-3,7.6169,4.0,40,100,250,112,0.16,0.158
-2,6.9110000000000005,4.0,40,100,250,112,0.16,0.158
-1,6.1374,4.0,40,100,250,112,0.16,0.158
0,4.6935,4.0,40,100,250,112,0.16,0.158
1,2.4503,4.0,40,100,250,112,0.16,0.158
2,0.36644,4.0,40,100,250,112,0.16,0.158
3,-4.8418,4.0,40,100,250,112,0.16,0.158
-8,6.272,8.0,40,100,250,112,0.16,0.158
-7,6.9510000000000005,8.0,40,100,250,112,0.16,0.158
-6,7.6689,8.0,40,100,250,112,0.16,0.158
-5,8.1306,8.0,40,100,250,112,0.16,0.158
-4,8.3404,8.0,40,100,250,112,0.16,0.158
-3,7.8478,8.0,40,100,250,112,0.16,0.158
-2,7.4155,8.0,40,100,250,112,0.16,0.158
-1,6.5997,8.0,40,100,250,112,0.16,0.158
0,4.8855,8.0,40,100,250,112,0.16,0.158
1,4.2143,8.0,40,100,250,112,0.16,0.158
2,1.1433,8.0,40,100,250,112,0.16,0.158
3,-0.36365,8.0,40,100,250,112,0.16,0.158
-8,6.2575,12.0,40,100,250,112,0.16,0.158
-7,7.0295,12.0,40,100,250,112,0.16,0.158
-6,7.7021,12.0,40,100,250,112,0.16,0.158
-5,8.2915,12.0,40,100,250,112,0.16,0.158
-4,8.4435,12.0,40,100,250,112,0.16,0.158
-3,8.3011,12.0,40,100,250,112,0.16,0.158
-2,7.8391,12.0,40,100,250,112,0.16,0.158
-1,7.1199,12.0,40,100,250,112,0.16,0.158
0,5.7062,12.0,40,100,250,112,0.16,0.158
1,4.4536,12.0,40,100,250,112,0.16,0.158
2,2.4606,12.0,40,100,250,112,0.16,0.158
3,-0.39424000000000003,12.0,40,100,250,112,0.16,0.158
-8,6.2424,16.0,40,100,250,112,0.16,0.158
-7,7.1399,16.0,40,100,250,112,0.16,0.158
-6,7.8507,16.0,40,100,250,112,0.16,0.158
-5,8.4076,16.0,40,100,250,112,0.16,0.158
-4,8.6376,16.0,40,100,250,112,0.16,0.158
-3,8.6181,16.0,40,100,250,112,0.16,0.158
-2,7.9895,16.0,40,100,250,112,0.16,0.158
-1,7.379,16.0,40,100,250,112,0.16,0.158
0,6.61,16.0,40,100,250,112,0.16,0.158
1,5.1027,16.0,40,100,250,112,0.16,0.158
2,3.0026,16.0,40,100,250,112,0.16,0.158
3,1.3051,16.0,40,100,250,112,0.16,0.158
-8,6.2294,20.0,40,100,250,112,0.16,0.158
-7,7.0835,20.0,40,100,250,112,0.16,0.158
-6,7.8002,20.0,40,100,250,112,0.16,0.158
-5,8.3972,20.0,40,100,250,112,0.16,0.158
-4,8.7849,20.0,40,100,250,112,0.16,0.158
-3,8.8842,20.0,40,100,250,112,0.16,0.158
-2,8.3444,20.0,40,100,250,112,0.16,0.158
-1,7.6888,20.0,40,100,250,112,0.16,0.158
0,5.9073,20.0,40,100,250,112,0.16,0.158
1,6.067,20.0,40,100,250,112,0.16,0.158
2,4.5409,20.0,40,100,250,112,0.16,0.158
3,1.795,20.0,40,100,250,112,0.16,0.158
-8,6.3316,24.0,40,100,250,112,0.16,0.158
-7,7.0855,24.0,40,100,250,112,0.16,0.158
-6,7.8088,24.0,40,100,250,112,0.16,0.158
-5,8.5315,24.0,40,100,250,112,0.16,0.158
-4,8.908,24.0,40,100,250,112,0.16,0.158
-3,9.0509,24.0,40,100,250,112,0.16,0.158
-2,8.5001,24.0,40,100,250,112,0.16,0.158
-1,8.2163,24.0,40,100,250,112,0.16,0.158
0,7.2831,24.0,40,100,250,112,0.16,0.158
1,5.7581,24.0,40,100,250,112,0.16,0.158
2,5.0454,24.0,40,100,250,112,0.16,0.158
3,2.7368,24.0,40,100,250,112,0.16,0.158
-8,6.2616,28.0,40,100,250,112,0.16,0.158
-7,7.0835,28.0,40,100,250,112,0.16,0.158
-6,7.9394,28.0,40,100,250,112,0.16,0.158
-5,8.5894,28.0,40,100,250,112,0.16,0.158
-4,9.1308,28.0,40,100,250,112,0.16,0.158
-3,9.0308,28.0,40,100,250,112,0.16,0.158
-2,8.7632,28.0,40,100,250,112,0.16,0.158
-1,8.3645,28.0,40,100,250,112,0.16,0.158
0,7.5952,28.0,40,100,250,112,0.16,0.158
1,6.1007,28.0,40,100,250,112,0.16,0.158
2,5.1819,28.0,40,100,250,112,0.16,0.158
3,3.3806,28.0,40,100,250,112,0.16,0.158
-8,6.2458,32.0,40,100,250,112,0.16,0.158
-7,7.0496,32.0,40,100,250,112,0.16,0.158
-6,7.8566,32.0,40,100,250,112,0.16,0.158
-5,8.7054,32.0,40,100,250,112,0.16,0.158
-4,9.1489,32.0,40,100,250,112,0.16,0.158
-3,9.1416,32.0,40,100,250,112,0.16,0.158
-2,8.6773,32.0,40,100,250,112,0.16,0.158
-1,8.4413,32.0,40,100,250,112,0.16,0.158
0,7.6079,32.0,40,100,250,112,0.16,0.158
1,6.7359,32.0,40,100,250,112,0.16,0.158
2,5.3027,32.0,40,100,250,112,0.16,0.158
3,3.7821,32.0,40,100,250,112,0.16,0.158
-8,6.3048,36.0,40,100,250,112,0.16,0.158
-7,7.1051,36.0,40,100,250,112,0.16,0.158
-6,7.8847,36.0,40,100,250,112,0.16,0.158
-5,8.8069,36.0,40,100,250,112,0.16,0.158
-4,9.2125,36.0,40,100,250,112,0.16,0.158
-3,9.3774,36.0,40,100,250,112,0.16,0.158
-2,9.2596,36.0,40,100,250,112,0.16,0.158
-1,8.6254,36.0,40,100,250,112,0.16,0.158
0,8.0828,36.0,40,100,250,112,0.16,0.158
1,7.0324,36.0,40,100,250,112,0.16,0.158
2,5.3353,36.0,40,100,250,112,0.16,0.158
3,3.8922,36.0,40,100,250,112,0.16,0.158
-8,6.1975,40.0,40,100,250,112,0.16,0.158
-7,7.1179,40.0,40,100,250,112,0.16,0.158
-6,7.8997,40.0,40,100,250,112,0.16,0.158
-5,8.6205,40.0,40,100,250,112,0.16,0.158
-4,9.1972,40.0,40,100,250,112,0.16,0.158
-3,9.6415,40.0,40,100,250,112,0.16,0.158
-2,9.3686,40.0,40,100,250,112,0.16,0.158
-1,8.7157,40.0,40,100,250,112,0.16,0.158
0,8.056000000000001,40.0,40,100,250,112,0.16,0.158
1,7.622000000000001,40.0,40,100,250,112,0.16,0.158
2,6.4196,40.0,40,100,250,112,0.16,0.158
3,5.0119,40.0,40,100,250,112,0.16,0.158
-7,6.3991,0.0,50,100,250,112,0.16,0.158
-6,7.112,0.0,50,100,250,112,0.16,0.158
-5,7.4918,0.0,50,100,250,112,0.16,0.158
-4,7.7008,0.0,50,100,250,112,0.16,0.158
-3,7.4178,0.0,50,100,250,112,0.16,0.158
-2,6.7883,0.0,50,100,250,112,0.16,0.158
-1,5.8279,0.0,50,100,250,112,0.16,0.158
0,4.6835,0.0,50,100,250,112,0.16,0.158
1,2.1364,0.0,50,100,250,112,0.16,0.158
2,0.72929,0.0,50,100,250,112,0.16,0.158
3,-0.9734,0.0,50,100,250,112,0.16,0.158
4,-3.5348,0.0,50,100,250,112,0.16,0.158
-7,6.4910000000000005,5.0,50,100,250,112,0.16,0.158
-6,7.0467,5.0,50,100,250,112,0.16,0.158
-5,7.7526,5.0,50,100,250,112,0.16,0.158
-4,7.98,5.0,50,100,250,112,0.16,0.158
-3,7.8699,5.0,50,100,250,112,0.16,0.158
-2,7.295,5.0,50,100,250,112,0.16,0.158
-1,6.5903,5.0,50,100,250,112,0.16,0.158
0,5.7286,5.0,50,100,250,112,0.16,0.158
1,3.7364,5.0,50,100,250,112,0.16,0.158
2,2.1315,5.0,50,100,250,112,0.16,0.158
3,-0.5728800000000001,5.0,50,100,250,112,0.16,0.158
4,-2.8373,5.0,50,100,250,112,0.16,0.158
-7,6.412999999999999,10.0,50,100,250,112,0.16,0.158
-6,7.228,10.0,50,100,250,112,0.16,0.158
-5,7.7581,10.0,50,100,250,112,0.16,0.158
-4,8.2385,10.0,50,100,250,112,0.16,0.158
-3,8.28,10.0,50,100,250,112,0.16,0.158
-2,7.8493,10.0,50,100,250,112,0.16,0.158
-1,7.2617,10.0,50,100,250,112,0.16,0.158
0,6.1928,10.0,50,100,250,112,0.16,0.158
1,3.8647,10.0,50,100,250,112,0.16,0.158
2,2.6575,10.0,50,100,250,112,0.16,0.158
3,0.6513100000000001,10.0,50,100,250,112,0.16,0.158
4,-2.2797,10.0,50,100,250,112,0.16,0.158
-7,6.4647,15.0,50,100,250,112,0.16,0.158
-6,7.2917,15.0,50,100,250,112,0.16,0.158
-5,7.8922,15.0,50,100,250,112,0.16,0.158
-4,8.3246,15.0,50,100,250,112,0.16,0.158
-3,8.478,15.0,50,100,250,112,0.16,0.158
-2,8.0412,15.0,50,100,250,112,0.16,0.158
-1,7.7693,15.0,50,100,250,112,0.16,0.158
0,6.2845,15.0,50,100,250,112,0.16,0.158
1,5.841,15.0,50,100,250,112,0.16,0.158
2,2.9642,15.0,50,100,250,112,0.16,0.158
3,1.8137,15.0,50,100,250,112,0.16,0.158
4,0.71733,15.0,50,100,250,112,0.16,0.158
-7,6.5474,20.0,50,100,250,112,0.16,0.158
-6,7.351,20.0,50,100,250,112,0.16,0.158
-5,8.1031,20.0,50,100,250,112,0.16,0.158
-4,8.4585,20.0,50,100,250,112,0.16,0.158
-3,8.7686,20.0,50,100,250,112,0.16,0.158
-2,8.3665,20.0,50,100,250,112,0.16,0.158
-1,7.9425,20.0,50,100,250,112,0.16,0.158
0,5.9927,20.0,50,100,250,112,0.16,0.158
1,6.4101,20.0,50,100,250,112,0.16,0.158
2,4.5439,20.0,50,100,250,112,0.16,0.158
3,3.0026,20.0,50,100,250,112,0.16,0.158
4,1.0504,20.0,50,100,250,112,0.16,0.158
-7,6.5459,25.0,50,100,250,112,0.16,0.158
-6,7.3026,25.0,50,100,250,112,0.16,0.158
-5,7.9737,25.0,50,100,250,112,0.16,0.158
-4,8.7235,25.0,50,100,250,112,0.16,0.158
-3,8.8042,25.0,50,100,250,112,0.16,0.158
-2,8.6951,25.0,50,100,250,112,0.16,0.158
-1,8.3767,25.0,50,100,250,112,0.16,0.158
0,6.0709,25.0,50,100,250,112,0.16,0.158
1,5.9092,25.0,50,100,250,112,0.16,0.158
2,5.3988,25.0,50,100,250,112,0.16,0.158
3,3.5088,25.0,50,100,250,112,0.16,0.158
4,0.9824,25.0,50,100,250,112,0.16,0.158
-7,6.4910000000000005,30.0,50,100,250,112,0.16,0.158
-6,7.3026,30.0,50,100,250,112,0.16,0.158
-5,7.9627,30.0,50,100,250,112,0.16,0.158
-4,8.69,30.0,50,100,250,112,0.16,0.158
-3,8.8812,30.0,50,100,250,112,0.16,0.158
-2,8.9982,30.0,50,100,250,112,0.16,0.158
-1,8.3504,30.0,50,100,250,112,0.16,0.158
0,8.0428,30.0,50,100,250,112,0.16,0.158
1,6.962999999999999,30.0,50,100,250,112,0.16,0.158
2,6.0994,30.0,50,100,250,112,0.16,0.158
3,4.6204,30.0,50,100,250,112,0.16,0.158
4,1.7408,30.0,50,100,250,112,0.16,0.158
-7,6.4639999999999995,35.0,50,100,250,112,0.16,0.158
-6,7.2692,35.0,50,100,250,112,0.16,0.158
-5,8.1516,35.0,50,100,250,112,0.16,0.158
-4,8.5613,35.0,50,100,250,112,0.16,0.158
-3,9.1635,35.0,50,100,250,112,0.16,0.158
-2,9.0989,35.0,50,100,250,112,0.16,0.158
-1,8.8153,35.0,50,100,250,112,0.16,0.158
0,8.1185,35.0,50,100,250,112,0.16,0.158
1,7.3949,35.0,50,100,250,112,0.16,0.158
2,5.8315,35.0,50,100,250,112,0.16,0.158
3,4.8701,35.0,50,100,250,112,0.16,0.158
4,2.0903,35.0,50,100,250,112,0.16,0.158
-7,6.4655,40.0,50,100,250,112,0.16,0.158
-6,7.3722,40.0,50,100,250,112,0.16,0.158
-5,8.1117,40.0,50,100,250,112,0.16,0.158
-4,8.7028,40.0,50,100,250,112,0.16,0.158
-3,9.2676,40.0,50,100,250,112,0.16,0.158
-2,9.1344,40.0,50,100,250,112,0.16,0.158
-1,8.8407,40.0,50,100,250,112,0.16,0.158
0,8.3128,40.0,50,100,250,112,0.16,0.158
1,7.6041,40.0,50,100,250,112,0.16,0.158
2,6.641,40.0,50,100,250,112,0.16,0.158
3,5.1085,40.0,50,100,250,112,0.16,0.158
4,3.1595,40.0,50,100,250,112,0.16,0.158
-7,6.4948,45.0,50,100,250,112,0.16,0.158
-6,7.3846,45.0,50,100,250,112,0.16,0.158
-5,7.9332,45.0,50,100,250,112,0.16,0.158
-4,8.896,45.0,50,100,250,112,0.16,0.158
-3,9.2319,45.0,50,100,250,112,0.16,0.158
-2,9.2676,45.0,50,100,250,112,0.16,0.158
-1,8.8637,45.0,50,100,250,112,0.16,0.158
0,8.3686,45.0,50,100,250,112,0.16,0.158
1,7.7903,45.0,50,100,250,112,0.16,0.158
2,6.6693,45.0,50,100,250,112,0.16,0.158
3,5.2199,45.0,50,100,250,112,0.16,0.158
4,2.904,45.0,50,100,250,112,0.16,0.158
-7,6.4827,50.0,50,100,250,112,0.16,0.158
-6,7.3244,50.0,50,100,250,112,0.16,0.158
-5,8.1151,50.0,50,100,250,112,0.16,0.158
-4,8.7849,50.0,50,100,250,112,0.16,0.158
-3,9.2962,50.0,50,100,250,112,0.16,0.158
-2,9.2397,50.0,50,100,250,112,0.16,0.158
-1,8.7605,50.0,50,100,250,112,0.16,0.158
0,8.5567,50.0,50,100,250,112,0.16,0.158
1,8.0216,50.0,50,100,250,112,0.16,0.158
2,6.7276,50.0,50,100,250,112,0.16,0.158
3,5.0936,50.0,50,100,250,112,0.16,0.158
4,4.246,50.0,50,100,250,112,0.16,0.158
-7,5.7154,0.0,60,100,250,112,0.16,0.158
-6,6.4925,0.0,60,100,250,112,0.16,0.158
-5,6.976,0.0,60,100,250,112,0.16,0.158
-4,7.4538,0.0,60,100,250,112,0.16,0.158
-3,7.4834,0.0,60,100,250,112,0.16,0.158
-2,7.1814,0.0,60,100,250,112,0.16,0.158
-1,6.2644,0.0,60,100,250,112,0.16,0.158
0,5.0336,0.0,60,100,250,112,0.16,0.158
1,2.4865,0.0,60,100,250,112,0.16,0.158
2,0.8965200000000001,0.0,60,100,250,112,0.16,0.158
3,-0.40585,0.0,60,100,250,112,0.16,0.158
4,-2.5136,0.0,60,100,250,112,0.16,0.158
-7,5.7703,6.0,60,100,250,112,0.16,0.158
-6,6.4528,6.0,60,100,250,112,0.16,0.158
-5,7.1845,6.0,60,100,250,112,0.16,0.158
-4,7.7429,6.0,60,100,250,112,0.16,0.158
-3,7.7183,6.0,60,100,250,112,0.16,0.158
-2,7.4491,6.0,60,100,250,112,0.16,0.158
-1,6.8541,6.0,60,100,250,112,0.16,0.158
0,5.4408,6.0,60,100,250,112,0.16,0.158
1,4.4914,6.0,60,100,250,112,0.16,0.158
2,2.5592,6.0,60,100,250,112,0.16,0.158
3,0.58822,6.0,60,100,250,112,0.16,0.158
4,-2.0938,6.0,60,100,250,112,0.16,0.158
-7,5.7355,12.0,60,100,250,112,0.16,0.158
-6,6.5114,12.0,60,100,250,112,0.16,0.158
-5,7.2522,12.0,60,100,250,112,0.16,0.158
-4,7.7748,12.0,60,100,250,112,0.16,0.158
-3,8.02,12.0,60,100,250,112,0.16,0.158
-2,7.9027,12.0,60,100,250,112,0.16,0.158
-1,7.4270000000000005,12.0,60,100,250,112,0.16,0.158
0,6.7384,12.0,60,100,250,112,0.16,0.158
1,5.8232,12.0,60,100,250,112,0.16,0.158
2,3.9161,12.0,60,100,250,112,0.16,0.158
3,0.7005399999999999,12.0,60,100,250,112,0.16,0.158
4,0.3418,12.0,60,100,250,112,0.16,0.158
-7,5.8345,18.0,60,100,250,112,0.16,0.158
-6,6.5715,18.0,60,100,250,112,0.16,0.158
-5,7.2767,18.0,60,100,250,112,0.16,0.158
-4,7.9611,18.0,60,100,250,112,0.16,0.158
-3,8.3246,18.0,60,100,250,112,0.16,0.158
-2,8.189,18.0,60,100,250,112,0.16,0.158
-1,7.9271,18.0,60,100,250,112,0.16,0.158
0,7.115,18.0,60,100,250,112,0.16,0.158
1,6.4521,18.0,60,100,250,112,0.16,0.158
2,4.5901,18.0,60,100,250,112,0.16,0.158
3,3.3122,18.0,60,100,250,112,0.16,0.158
4,1.4561,18.0,60,100,250,112,0.16,0.158
-7,5.8078,24.0,60,100,250,112,0.16,0.158
-6,6.6131,24.0,60,100,250,112,0.16,0.158
-5,7.3644,24.0,60,100,250,112,0.16,0.158
-4,8.1048,24.0,60,100,250,112,0.16,0.158
-3,8.4499,24.0,60,100,250,112,0.16,0.158
-2,8.509,24.0,60,100,250,112,0.16,0.158
-1,8.1765,24.0,60,100,250,112,0.16,0.158
0,7.796,24.0,60,100,250,112,0.16,0.158
1,7.1631,24.0,60,100,250,112,0.16,0.158
2,4.6922,24.0,60,100,250,112,0.16,0.158
3,4.0644,24.0,60,100,250,112,0.16,0.158
4,1.6292,24.0,60,100,250,112,0.16,0.158
-7,5.7395,30.0,60,100,250,112,0.16,0.158
-6,6.6139,30.0,60,100,250,112,0.16,0.158
-5,7.3476,30.0,60,100,250,112,0.16,0.158
-4,8.1981,30.0,60,100,250,112,0.16,0.158
-3,8.5315,30.0,60,100,250,112,0.16,0.158
-2,8.8181,30.0,60,100,250,112,0.16,0.158
-1,8.6037,30.0,60,100,250,112,0.16,0.158
0,7.9879,30.0,60,100,250,112,0.16,0.158
1,7.2543,30.0,60,100,250,112,0.16,0.158
2,6.412999999999999,30.0,60,100,250,112,0.16,0.158
3,4.506,30.0,60,100,250,112,0.16,0.158
4,2.7452,30.0,60,100,250,112,0.16,0.158
-7,5.6954,36.0,60,100,250,112,0.16,0.158
-6,6.5942,36.0,60,100,250,112,0.16,0.158
-5,7.3376,36.0,60,100,250,112,0.16,0.158
-4,8.0878,36.0,60,100,250,112,0.16,0.158
-3,8.7314,36.0,60,100,250,112,0.16,0.158
-2,8.8522,36.0,60,100,250,112,0.16,0.158
-1,8.7183,36.0,60,100,250,112,0.16,0.158
0,8.22,36.0,60,100,250,112,0.16,0.158
1,7.5098,36.0,60,100,250,112,0.16,0.158
2,6.8097,36.0,60,100,250,112,0.16,0.158
3,5.0067,36.0,60,100,250,112,0.16,0.158
4,3.2658,36.0,60,100,250,112,0.16,0.158
-7,5.7761,42.0,60,100,250,112,0.16,0.158
-6,6.6314,42.0,60,100,250,112,0.16,0.158
-5,7.4316,42.0,60,100,250,112,0.16,0.158
-4,8.1237,42.0,60,100,250,112,0.16,0.158
-3,8.7931,42.0,60,100,250,112,0.16,0.158
-2,9.1129,42.0,60,100,250,112,0.16,0.158
-1,8.6698,42.0,60,100,250,112,0.16,0.158
0,8.3364,42.0,60,100,250,112,0.16,0.158
1,7.8832,42.0,60,100,250,112,0.16,0.158
2,6.9346,42.0,60,100,250,112,0.16,0.158
3,5.7194,42.0,60,100,250,112,0.16,0.158
4,3.61,42.0,60,100,250,112,0.16,0.158
-7,5.7119,48.0,60,100,250,112,0.16,0.158
-6,6.6068,48.0,60,100,250,112,0.16,0.158
-5,7.3521,48.0,60,100,250,112,0.16,0.158
-4,8.2181,48.0,60,100,250,112,0.16,0.158
-3,8.8901,48.0,60,100,250,112,0.16,0.158
-2,9.0644,48.0,60,100,250,112,0.16,0.158
-1,8.8125,48.0,60,100,250,112,0.16,0.158
0,8.7028,48.0,60,100,250,112,0.16,0.158
1,7.8892,48.0,60,100,250,112,0.16,0.158
2,7.153,48.0,60,100,250,112,0.16,0.158
3,5.7442,48.0,60,100,250,112,0.16,0.158
4,3.6257,48.0,60,100,250,112,0.16,0.158
-7,5.7662,54.0,60,100,250,112,0.16,0.158
-6,6.5252,54.0,60,100,250,112,0.16,0.158
-5,7.4739,54.0,60,100,250,112,0.16,0.158
-4,8.2273,54.0,60,100,250,112,0.16,0.158
-3,8.917,54.0,60,100,250,112,0.16,0.158
-2,9.1416,54.0,60,100,250,112,0.16,0.158
-1,9.1784,54.0,60,100,250,112,0.16,0.158
0,8.5544,54.0,60,100,250,112,0.16,0.158
1,7.9705,54.0,60,100,250,112,0.16,0.158
2,7.1753,54.0,60,100,250,112,0.16,0.158
3,5.7849,54.0,60,100,250,112,0.16,0.158
4,4.1111,54.0,60,100,250,112,0.16,0.158
-7,5.7436,60.0,60,100,250,112,0.16,0.158
-6,6.4827,60.0,60,100,250,112,0.16,0.158
-5,7.4398,60.0,60,100,250,112,0.16,0.158
-4,8.1693,60.0,60,100,250,112,0.16,0.158
-3,8.9292,60.0,60,100,250,112,0.16,0.158
-2,9.2202,60.0,60,100,250,112,0.16,0.158
-1,9.3686,60.0,60,100,250,112,0.16,0.158
0,8.7314,60.0,60,100,250,112,0.16,0.158
1,8.0744,60.0,60,100,250,112,0.16,0.158
2,7.3288,60.0,60,100,250,112,0.16,0.158
3,6.4409,60.0,60,100,250,112,0.16,0.158
4,3.6147,60.0,60,100,250,112,0.16,0.158
-6,5.3229999999999995,0.0,75,100,250,112,0.16,0.158
-5,6.0122,0.0,75,100,250,112,0.16,0.158
-4,6.5809,0.0,75,100,250,112,0.16,0.158
-3,6.8462,0.0,75,100,250,112,0.16,0.158
-2,6.814,0.0,75,100,250,112,0.16,0.158
-1,6.4722,0.0,75,100,250,112,0.16,0.158
0,5.9092,0.0,75,100,250,112,0.16,0.158
1,4.5867,0.0,75,100,250,112,0.16,0.158
2,2.6175,0.0,75,100,250,112,0.16,0.158
3,0.70281,0.0,75,100,250,112,0.16,0.158
4,-1.8056,0.0,75,100,250,112,0.16,0.158
5,-4.8101,0.0,75,100,250,112,0.16,0.158
-6,5.3522,7.5,75,100,250,112,0.16,0.158
-5,6.104,7.5,75,100,250,112,0.16,0.158
-4,6.8011,7.5,75,100,250,112,0.16,0.158
-3,7.2501,7.5,75,100,250,112,0.16,0.158
-2,7.3812,7.5,75,100,250,112,0.16,0.158
-1,7.1927,7.5,75,100,250,112,0.16,0.158
0,6.6378,7.5,75,100,250,112,0.16,0.158
1,5.8303,7.5,75,100,250,112,0.16,0.158
2,3.8103,7.5,75,100,250,112,0.16,0.158
3,2.1142,7.5,75,100,250,112,0.16,0.158
4,0.51412,7.5,75,100,250,112,0.16,0.158
5,-1.3557,7.5,75,100,250,112,0.16,0.158
-6,5.2931,15.0,75,100,250,112,0.16,0.158
-5,6.2396,15.0,75,100,250,112,0.16,0.158
-4,6.8717,15.0,75,100,250,112,0.16,0.158
-3,7.481,15.0,75,100,250,112,0.16,0.158
-2,7.7143,15.0,75,100,250,112,0.16,0.158
-1,7.7116,15.0,75,100,250,112,0.16,0.158
0,7.2248,15.0,75,100,250,112,0.16,0.158
1,6.6636,15.0,75,100,250,112,0.16,0.158
2,5.7091,15.0,75,100,250,112,0.16,0.158
3,3.7824,15.0,75,100,250,112,0.16,0.158
4,1.188,15.0,75,100,250,112,0.16,0.158
5,-1.2795,15.0,75,100,250,112,0.16,0.158
-6,5.3718,22.5,75,100,250,112,0.16,0.158
-5,6.2103,22.5,75,100,250,112,0.16,0.158
-4,6.9237,22.5,75,100,250,112,0.16,0.158
-3,7.5014,22.5,75,100,250,112,0.16,0.158
-2,8.0428,22.5,75,100,250,112,0.16,0.158
-1,8.0103,22.5,75,100,250,112,0.16,0.158
0,7.8017,22.5,75,100,250,112,0.16,0.158
1,7.1041,22.5,75,100,250,112,0.16,0.158
2,6.2672,22.5,75,100,250,112,0.16,0.158
3,4.6054,22.5,75,100,250,112,0.16,0.158
4,2.935,22.5,75,100,250,112,0.16,0.158
5,0.38117,22.5,75,100,250,112,0.16,0.158
-6,5.3775,30.0,75,100,250,112,0.16,0.158
-5,6.2273,30.0,75,100,250,112,0.16,0.158
-4,6.9201,30.0,75,100,250,112,0.16,0.158
-3,7.6054,30.0,75,100,250,112,0.16,0.158
-2,8.1031,30.0,75,100,250,112,0.16,0.158
-1,8.2459,30.0,75,100,250,112,0.16,0.158
0,7.9363,30.0,75,100,250,112,0.16,0.158
1,7.5626,30.0,75,100,250,112,0.16,0.158
2,6.8028,30.0,75,100,250,112,0.16,0.158
3,5.3838,30.0,75,100,250,112,0.16,0.158
4,3.7905,30.0,75,100,250,112,0.16,0.158
5,1.7929,30.0,75,100,250,112,0.16,0.158
-6,5.3801,37.5,75,100,250,112,0.16,0.158
-5,6.2294,37.5,75,100,250,112,0.16,0.158
-4,6.9364,37.5,75,100,250,112,0.16,0.158
-3,7.6623,37.5,75,100,250,112,0.16,0.158
-2,8.2292,37.5,75,100,250,112,0.16,0.158
-1,8.3464,37.5,75,100,250,112,0.16,0.158
0,8.305,37.5,75,100,250,112,0.16,0.158
1,7.7035,37.5,75,100,250,112,0.16,0.158
2,7.1958,37.5,75,100,250,112,0.16,0.158
3,6.1713,37.5,75,100,250,112,0.16,0.158
4,4.1836,37.5,75,100,250,112,0.16,0.158
5,2.9073,37.5,75,100,250,112,0.16,0.158
-6,5.3558,45.0,75,100,250,112,0.16,0.158
-5,6.1533,45.0,75,100,250,112,0.16,0.158
