QdB, laserPowerdBmArray, segmentLength_1, percComp, fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
3.1897,7,120,100,250,112,0.16,0.158,150
1.2495,8,120,100,250,112,0.16,0.158,150
-0.40019,9,120,100,250,112,0.16,0.158,150
7.544,-5,2,100,250,112,0.16,0.158,20
5.6586,-8,1,100,250,112,0.16,0.158,10
-3.0885,10,120,100,250,112,0.16,0.158,150
1.8289,-1,130,100,250,112,0.16,0.158,150
2.6606,0,130,100,250,112,0.16,0.158,150
3.3962,1,130,100,250,112,0.16,0.158,150
3.9737,2,130,100,250,112,0.16,0.158,150
4.568,3,130,100,250,112,0.16,0.158,150
4.8919,4,130,100,250,112,0.16,0.158,150
4.7598,5,130,100,250,112,0.16,0.158,150
4.1215,6,130,100,250,112,0.16,0.158,150
2.9517,7,130,100,250,112,0.16,0.158,150
7.1399,-4,2,100,250,112,0.16,0.158,20
1.5831,8,130,100,250,112,0.16,0.158,150
-0.20375,9,130,100,250,112,0.16,0.158,150
-2.6813,10,130,100,250,112,0.16,0.158,150
1.8706,-1,140,100,250,112,0.16,0.158,150
2.6505,0,140,100,250,112,0.16,0.158,150
3.3438,1,140,100,250,112,0.16,0.158,150
4.0467,2,140,100,250,112,0.16,0.158,150
4.602,3,140,100,250,112,0.16,0.158,150
4.8407,4,140,100,250,112,0.16,0.158,150
4.7426,5,140,100,250,112,0.16,0.158,150
6.4752,-3,2,100,250,112,0.16,0.158,20
4.1828,6,140,100,250,112,0.16,0.158,150
1.687,8,140,100,250,112,0.16,0.158,150
-0.4716,9,140,100,250,112,0.16,0.158,150
-2.1948,10,140,100,250,112,0.16,0.158,150
1.8134,-1,150,100,250,112,0.16,0.158,150
2.5986,0,150,100,250,112,0.16,0.158,150
3.4246,1,150,100,250,112,0.16,0.158,150
4.0368,2,150,100,250,112,0.16,0.158,150
4.5077,3,150,100,250,112,0.16,0.158,150
5.5626,-2,2,100,250,112,0.16,0.158,20
4.8474,4,150,100,250,112,0.16,0.158,150
4.7127,5,150,100,250,112,0.16,0.158,150
3.9053,6,150,100,250,112,0.16,0.158,150
3.1833,7,150,100,250,112,0.16,0.158,150
1.4039,8,150,100,250,112,0.16,0.158,150
-0.2708,9,150,100,250,112,0.16,0.158,150
-2.6376,10,150,100,250,112,0.16,0.158,150
2.9996,-1,2,100,250,112,0.16,0.158,20
1.9946,0,2,100,250,112,0.16,0.158,20
-1.5392,1,2,100,250,112,0.16,0.158,20
-2.2028,2,2,100,250,112,0.16,0.158,20
5.8345,-9,4,100,250,112,0.16,0.158,20
6.666,-8,4,100,250,112,0.16,0.158,20
7.2374,-7,4,100,250,112,0.16,0.158,20
6.2002,-7,1,100,250,112,0.16,0.158,10
7.6427,-6,4,100,250,112,0.16,0.158,20
7.8017,-5,4,100,250,112,0.16,0.158,20
7.6427,-4,4,100,250,112,0.16,0.158,20
6.2589,-3,4,100,250,112,0.16,0.158,20
5.2915,-2,4,100,250,112,0.16,0.158,20
4.0326,-1,4,100,250,112,0.16,0.158,20
2.3082,0,4,100,250,112,0.16,0.158,20
1.3411,1,4,100,250,112,0.16,0.158,20
-1.7753,2,4,100,250,112,0.16,0.158,20
5.8167,-9,6,100,250,112,0.16,0.158,20
6.5895,-6,1,100,250,112,0.16,0.158,10
6.6929,-8,6,100,250,112,0.16,0.158,20
7.2864,-7,6,100,250,112,0.16,0.158,20
7.7917,-6,6,100,250,112,0.16,0.158,20
7.8982,-5,6,100,250,112,0.16,0.158,20
7.8551,-4,6,100,250,112,0.16,0.158,20
7.2993,-3,6,100,250,112,0.16,0.158,20
6.4602,-2,6,100,250,112,0.16,0.158,20
5.2031,-1,6,100,250,112,0.16,0.158,20
2.8657,0,6,100,250,112,0.16,0.158,20
1.4534,1,6,100,250,112,0.16,0.158,20
6.5691,-5,1,100,250,112,0.16,0.158,10
-0.75938,2,6,100,250,112,0.16,0.158,20
5.8398,-9,8,100,250,112,0.16,0.158,20
6.5793,-8,8,100,250,112,0.16,0.158,20
7.3157,-7,8,100,250,112,0.16,0.158,20
8.0007,-6,8,100,250,112,0.16,0.158,20
8.061,-5,8,100,250,112,0.16,0.158,20
7.9911,-4,8,100,250,112,0.16,0.158,20
7.4822,-3,8,100,250,112,0.16,0.158,20
6.1894,-2,8,100,250,112,0.16,0.158,20
5.1032,-1,8,100,250,112,0.16,0.158,20
6.2859,-4,1,100,250,112,0.16,0.158,10
4.1383,0,8,100,250,112,0.16,0.158,20
2.573,1,8,100,250,112,0.16,0.158,20
-0.23741,2,8,100,250,112,0.16,0.158,20
5.8446,-9,10,100,250,112,0.16,0.158,20
6.6243,-8,10,100,250,112,0.16,0.158,20
7.4258,-7,10,100,250,112,0.16,0.158,20
7.9943,-6,10,100,250,112,0.16,0.158,20
8.3266,-5,10,100,250,112,0.16,0.158,20
8.1446,-4,10,100,250,112,0.16,0.158,20
7.7471,-3,10,100,250,112,0.16,0.158,20
5.3292,-3,1,100,250,112,0.16,0.158,10
4.7771,-9,0,100,250,112,0.16,0.158,10
7.0689,-2,10,100,250,112,0.16,0.158,20
4.6467,-1,10,100,250,112,0.16,0.158,20
4.4453,0,10,100,250,112,0.16,0.158,20
3.2444,1,10,100,250,112,0.16,0.158,20
0.85565,2,10,100,250,112,0.16,0.158,20
5.8333,-9,12,100,250,112,0.16,0.158,20
6.7712,-8,12,100,250,112,0.16,0.158,20
7.4178,-7,12,100,250,112,0.16,0.158,20
8.1117,-6,12,100,250,112,0.16,0.158,20
8.5429,-5,12,100,250,112,0.16,0.158,20
3.7346,-2,1,100,250,112,0.16,0.158,10
8.3424,-4,12,100,250,112,0.16,0.158,20
7.9847,-3,12,100,250,112,0.16,0.158,20
7.4715,-2,12,100,250,112,0.16,0.158,20
5.1613,-1,12,100,250,112,0.16,0.158,20
5.772,0,12,100,250,112,0.16,0.158,20
2.7776,1,12,100,250,112,0.16,0.158,20
1.3783,2,12,100,250,112,0.16,0.158,20
5.8416,-9,14,100,250,112,0.16,0.158,20
6.7268,-8,14,100,250,112,0.16,0.158,20
7.4858,-7,14,100,250,112,0.16,0.158,20
1.8873,-1,1,100,250,112,0.16,0.158,10
8.0946,-6,14,100,250,112,0.16,0.158,20
8.4542,-5,14,100,250,112,0.16,0.158,20
8.6181,-4,14,100,250,112,0.16,0.158,20
8.3325,-3,14,100,250,112,0.16,0.158,20
7.5588,-2,14,100,250,112,0.16,0.158,20
7.0631,-1,14,100,250,112,0.16,0.158,20
4.838,0,14,100,250,112,0.16,0.158,20
4.0875,1,14,100,250,112,0.16,0.158,20
2.3076,2,14,100,250,112,0.16,0.158,20
5.8494,-9,16,100,250,112,0.16,0.158,20
0.74582,0,1,100,250,112,0.16,0.158,10
6.7226,-8,16,100,250,112,0.16,0.158,20
7.4609,-7,16,100,250,112,0.16,0.158,20
8.1854,-6,16,100,250,112,0.16,0.158,20
8.6573,-5,16,100,250,112,0.16,0.158,20
8.8153,-4,16,100,250,112,0.16,0.158,20
8.4956,-3,16,100,250,112,0.16,0.158,20
8.0693,-2,16,100,250,112,0.16,0.158,20
7.2756,-1,16,100,250,112,0.16,0.158,20
5.8885,0,16,100,250,112,0.16,0.158,20
4.0208,1,16,100,250,112,0.16,0.158,20
-1.4561,1,1,100,250,112,0.16,0.158,10
2.8417,2,16,100,250,112,0.16,0.158,20
5.9288,-9,18,100,250,112,0.16,0.158,20
6.7401,-8,18,100,250,112,0.16,0.158,20
7.5763,-7,18,100,250,112,0.16,0.158,20
8.2403,-6,18,100,250,112,0.16,0.158,20
8.7904,-5,18,100,250,112,0.16,0.158,20
8.9538,-4,18,100,250,112,0.16,0.158,20
8.6673,-3,18,100,250,112,0.16,0.158,20
8.076,-2,18,100,250,112,0.16,0.158,20
7.7763,-1,18,100,250,112,0.16,0.158,20
-6.4975,2,1,100,250,112,0.16,0.158,10
6.2644,0,18,100,250,112,0.16,0.158,20
5.7022,1,18,100,250,112,0.16,0.158,20
4.2795,2,18,100,250,112,0.16,0.158,20
5.8518,-9,20,100,250,112,0.16,0.158,20
6.6676,-8,20,100,250,112,0.16,0.158,20
7.5738,-7,20,100,250,112,0.16,0.158,20
8.2857,-6,20,100,250,112,0.16,0.158,20
8.734,-5,20,100,250,112,0.16,0.158,20
9.0954,-4,20,100,250,112,0.16,0.158,20
8.902,-3,20,100,250,112,0.16,0.158,20
4.9043,-9,2,100,250,112,0.16,0.158,10
8.566,-2,20,100,250,112,0.16,0.158,20
8.0168,-1,20,100,250,112,0.16,0.158,20
7.2154,0,20,100,250,112,0.16,0.158,20
4.7523,1,20,100,250,112,0.16,0.158,20
4.0284,2,20,100,250,112,0.16,0.158,20
5.856,-9,0,100,250,112,0.16,0.158,25
6.6219,-8,0,100,250,112,0.16,0.158,25
7.1834,-7,0,100,250,112,0.16,0.158,25
7.6092,-6,0,100,250,112,0.16,0.158,25
7.5366,-5,0,100,250,112,0.16,0.158,25
5.5884,-8,2,100,250,112,0.16,0.158,10
7.3233,-4,0,100,250,112,0.16,0.158,25
5.9671,-3,0,100,250,112,0.16,0.158,25
5.2169,-2,0,100,250,112,0.16,0.158,25
3.9589,-1,0,100,250,112,0.16,0.158,25
2.3786,0,0,100,250,112,0.16,0.158,25
-0.80838,1,0,100,250,112,0.16,0.158,25
-1.7651,2,0,100,250,112,0.16,0.158,25
5.8928,-9,2.5,100,250,112,0.16,0.158,25
6.675,-8,2.5,100,250,112,0.16,0.158,25
7.3015,-7,2.5,100,250,112,0.16,0.158,25
6.1934,-7,2,100,250,112,0.16,0.158,10
7.6492,-6,2.5,100,250,112,0.16,0.158,25
7.6928,-5,2.5,100,250,112,0.16,0.158,25
7.4051,-4,2.5,100,250,112,0.16,0.158,25
6.343,-3,2.5,100,250,112,0.16,0.158,25
6.0344,-2,2.5,100,250,112,0.16,0.158,25
3.2553,-1,2.5,100,250,112,0.16,0.158,25
1.6893,0,2.5,100,250,112,0.16,0.158,25
0.52689,1,2.5,100,250,112,0.16,0.158,25
-0.74144,2,2.5,100,250,112,0.16,0.158,25
5.911,-9,5,100,250,112,0.16,0.158,25
6.4985,-6,2,100,250,112,0.16,0.158,10
6.7552,-8,5,100,250,112,0.16,0.158,25
7.3321,-7,5,100,250,112,0.16,0.158,25
7.8002,-6,5,100,250,112,0.16,0.158,25
7.9164,-5,5,100,250,112,0.16,0.158,25
7.8669,-4,5,100,250,112,0.16,0.158,25
7.2864,-3,5,100,250,112,0.16,0.158,25
6.5236,-2,5,100,250,112,0.16,0.158,25
4.1363,-1,5,100,250,112,0.16,0.158,25
3.451,0,5,100,250,112,0.16,0.158,25
1.0714,1,5,100,250,112,0.16,0.158,25
6.7917,-5,2,100,250,112,0.16,0.158,10
5.5073,-8,0,100,250,112,0.16,0.158,10
-1.4735,2,5,100,250,112,0.16,0.158,25
5.9423,-9,7.5,100,250,112,0.16,0.158,25
6.6251,-8,7.5,100,250,112,0.16,0.158,25
7.3244,-7,7.5,100,250,112,0.16,0.158,25
7.8289,-6,7.5,100,250,112,0.16,0.158,25
8.1693,-5,7.5,100,250,112,0.16,0.158,25
7.8967,-4,7.5,100,250,112,0.16,0.158,25
7.522,-3,7.5,100,250,112,0.16,0.158,25
5.6676,-2,7.5,100,250,112,0.16,0.158,25
5.3594,-1,7.5,100,250,112,0.16,0.158,25
6.4306,-4,2,100,250,112,0.16,0.158,10
4.1149,0,7.5,100,250,112,0.16,0.158,25
2.0425,1,7.5,100,250,112,0.16,0.158,25
-0.67117,2,7.5,100,250,112,0.16,0.158,25
5.8976,-9,10,100,250,112,0.16,0.158,25
6.6913,-8,10,100,250,112,0.16,0.158,25
7.4445,-7,10,100,250,112,0.16,0.158,25
8.1048,-6,10,100,250,112,0.16,0.158,25
8.2572,-5,10,100,250,112,0.16,0.158,25
8.1324,-4,10,100,250,112,0.16,0.158,25
7.7595,-3,10,100,250,112,0.16,0.158,25
5.084,-3,2,100,250,112,0.16,0.158,10
7.204,-2,10,100,250,112,0.16,0.158,25
6.2015,-1,10,100,250,112,0.16,0.158,25
4.4673,0,10,100,250,112,0.16,0.158,25
3.4371,1,10,100,250,112,0.16,0.158,25
0.99272,2,10,100,250,112,0.16,0.158,25
5.8812,-9,12.5,100,250,112,0.16,0.158,25
6.8305,-8,12.5,100,250,112,0.16,0.158,25
7.5826,-7,12.5,100,250,112,0.16,0.158,25
8.1203,-6,12.5,100,250,112,0.16,0.158,25
8.5202,-5,12.5,100,250,112,0.16,0.158,25
4.6744,-2,2,100,250,112,0.16,0.158,10
8.416,-4,12.5,100,250,112,0.16,0.158,25
8.1944,-3,12.5,100,250,112,0.16,0.158,25
7.6531,-2,12.5,100,250,112,0.16,0.158,25
5.5414,-1,12.5,100,250,112,0.16,0.158,25
5.3718,0,12.5,100,250,112,0.16,0.158,25
3.4804,1,12.5,100,250,112,0.16,0.158,25
2.077,2,12.5,100,250,112,0.16,0.158,25
5.9183,-9,15,100,250,112,0.16,0.158,25
6.7259,-8,15,100,250,112,0.16,0.158,25
7.5901,-7,15,100,250,112,0.16,0.158,25
2.4918,-1,2,100,250,112,0.16,0.158,10
8.1747,-6,15,100,250,112,0.16,0.158,25
8.6698,-5,15,100,250,112,0.16,0.158,25
8.5429,-4,15,100,250,112,0.16,0.158,25
8.3148,-3,15,100,250,112,0.16,0.158,25
7.7443,-2,15,100,250,112,0.16,0.158,25
6.3832,-1,15,100,250,112,0.16,0.158,25
5.8398,0,15,100,250,112,0.16,0.158,25
3.6681,1,15,100,250,112,0.16,0.158,25
2.1528,2,15,100,250,112,0.16,0.158,25
5.9677,-9,17.5,100,250,112,0.16,0.158,25
0.98269,0,2,100,250,112,0.16,0.158,10
6.7848,-8,17.5,100,250,112,0.16,0.158,25
7.4846,-7,17.5,100,250,112,0.16,0.158,25
8.1693,-6,17.5,100,250,112,0.16,0.158,25
8.7079,-5,17.5,100,250,112,0.16,0.158,25
8.9726,-4,17.5,100,250,112,0.16,0.158,25
8.4868,-3,17.5,100,250,112,0.16,0.158,25
8.0314,-2,17.5,100,250,112,0.16,0.158,25
7.3632,-1,17.5,100,250,112,0.16,0.158,25
6.272,0,17.5,100,250,112,0.16,0.158,25
4.6944,1,17.5,100,250,112,0.16,0.158,25
-1.7803,1,2,100,250,112,0.16,0.158,10
3.304,2,17.5,100,250,112,0.16,0.158,25
5.9361,-9,20,100,250,112,0.16,0.158,25
6.7502,-8,20,100,250,112,0.16,0.158,25
7.5638,-7,20,100,250,112,0.16,0.158,25
8.2973,-6,20,100,250,112,0.16,0.158,25
8.9758,-5,20,100,250,112,0.16,0.158,25
9.201,-4,20,100,250,112,0.16,0.158,25
8.8812,-3,20,100,250,112,0.16,0.158,25
8.4456,-2,20,100,250,112,0.16,0.158,25
7.6649,-1,20,100,250,112,0.16,0.158,25
-3.9101,2,2,100,250,112,0.16,0.158,10
6.7577,0,20,100,250,112,0.16,0.158,25
4.2365,1,20,100,250,112,0.16,0.158,25
3.8417,2,20,100,250,112,0.16,0.158,25
5.8915,-9,22.5,100,250,112,0.16,0.158,25
6.7738,-8,22.5,100,250,112,0.16,0.158,25
7.5776,-7,22.5,100,250,112,0.16,0.158,25
8.3645,-6,22.5,100,250,112,0.16,0.158,25
9.0111,-5,22.5,100,250,112,0.16,0.158,25
9.2879,-4,22.5,100,250,112,0.16,0.158,25
8.9476,-3,22.5,100,250,112,0.16,0.158,25
4.907,-9,3,100,250,112,0.16,0.158,10
8.7002,-2,22.5,100,250,112,0.16,0.158,25
7.8728,-1,22.5,100,250,112,0.16,0.158,25
7.065,0,22.5,100,250,112,0.16,0.158,25
6.0135,1,22.5,100,250,112,0.16,0.158,25
3.9608,2,22.5,100,250,112,0.16,0.158,25
5.919,-9,25,100,250,112,0.16,0.158,25
6.679,-8,25,100,250,112,0.16,0.158,25
7.6675,-7,25,100,250,112,0.16,0.158,25
8.3364,-6,25,100,250,112,0.16,0.158,25
8.9885,-5,25,100,250,112,0.16,0.158,25
5.6552,-8,3,100,250,112,0.16,0.158,10
9.519,-4,25,100,250,112,0.16,0.158,25
9.3212,-3,25,100,250,112,0.16,0.158,25
8.6499,-2,25,100,250,112,0.16,0.158,25
8.1604,-1,25,100,250,112,0.16,0.158,25
6.6386,0,25,100,250,112,0.16,0.158,25
6.7934,1,25,100,250,112,0.16,0.158,25
5.2199,2,25,100,250,112,0.16,0.158,25
6.5559,-8,0,100,250,112,0.16,0.158,30
7.1763,-7,0,100,250,112,0.16,0.158,30
7.6105,-6,0,100,250,112,0.16,0.158,30
6.172,-7,3,100,250,112,0.16,0.158,10
6.0864,-7,0,100,250,112,0.16,0.158,10
7.7021,-5,0,100,250,112,0.16,0.158,30
7.4178,-4,0,100,250,112,0.16,0.158,30
5.7234,-3,0,100,250,112,0.16,0.158,30
5.9802,-2,0,100,250,112,0.16,0.158,30
4.4412,-1,0,100,250,112,0.16,0.158,30
2.9481,0,0,100,250,112,0.16,0.158,30
-0.54932,1,0,100,250,112,0.16,0.158,30
-1.5142,2,0,100,250,112,0.16,0.158,30
-4.6135,3,0,100,250,112,0.16,0.158,30
6.5981,-8,3,100,250,112,0.16,0.158,30
6.7831,-6,3,100,250,112,0.16,0.158,10
7.2982,-7,3,100,250,112,0.16,0.158,30
7.732,-6,3,100,250,112,0.16,0.158,30
7.8131,-5,3,100,250,112,0.16,0.158,30
7.7471,-4,3,100,250,112,0.16,0.158,30
7.1409,-3,3,100,250,112,0.16,0.158,30
6.3147,-2,3,100,250,112,0.16,0.158,30
4.5914,-1,3,100,250,112,0.16,0.158,30
3.3013,0,3,100,250,112,0.16,0.158,30
0.93543,1,3,100,250,112,0.16,0.158,30
-1.1436,2,3,100,250,112,0.16,0.158,30
6.9373,-5,3,100,250,112,0.16,0.158,10
-2.6608,3,3,100,250,112,0.16,0.158,30
6.5614,-8,6,100,250,112,0.16,0.158,30
7.2896,-7,6,100,250,112,0.16,0.158,30
7.9363,-6,6,100,250,112,0.16,0.158,30
8.1446,-5,6,100,250,112,0.16,0.158,30
8.11,-4,6,100,250,112,0.16,0.158,30
7.4834,-3,6,100,250,112,0.16,0.158,30
6.2239,-2,6,100,250,112,0.16,0.158,30
5.8928,-1,6,100,250,112,0.16,0.158,30
3.6429,0,6,100,250,112,0.16,0.158,30
6.7476,-4,3,100,250,112,0.16,0.158,10
1.4354,1,6,100,250,112,0.16,0.158,30
-1.2003,2,6,100,250,112,0.16,0.158,30
-3.8263,3,6,100,250,112,0.16,0.158,30
6.5997,-8,9,100,250,112,0.16,0.158,30
7.4028,-7,9,100,250,112,0.16,0.158,30
8.061,-6,9,100,250,112,0.16,0.158,30
8.3246,-5,9,100,250,112,0.16,0.158,30
8.2534,-4,9,100,250,112,0.16,0.158,30
7.9317,-3,9,100,250,112,0.16,0.158,30
7.0786,-2,9,100,250,112,0.16,0.158,30
5.7732,-3,3,100,250,112,0.16,0.158,10
6.2355,-1,9,100,250,112,0.16,0.158,30
3.9824,0,9,100,250,112,0.16,0.158,30
3.0843,1,9,100,250,112,0.16,0.158,30
0.64705,2,9,100,250,112,0.16,0.158,30
-0.9248,3,9,100,250,112,0.16,0.158,30
6.6195,-8,12,100,250,112,0.16,0.158,30
7.3983,-7,12,100,250,112,0.16,0.158,30
8.0168,-6,12,100,250,112,0.16,0.158,30
8.4371,-5,12,100,250,112,0.16,0.158,30
8.5475,-4,12,100,250,112,0.16,0.158,30
5.3698,-2,3,100,250,112,0.16,0.158,10
8.0677,-3,12,100,250,112,0.16,0.158,30
7.5256,-2,12,100,250,112,0.16,0.158,30
6.6443,-1,12,100,250,112,0.16,0.158,30
4.579,0,12,100,250,112,0.16,0.158,30
2.9314,1,12,100,250,112,0.16,0.158,30
1.2814,2,12,100,250,112,0.16,0.158,30
-1.3294,3,12,100,250,112,0.16,0.158,30
6.6766,-8,15,100,250,112,0.16,0.158,30
7.4632,-7,15,100,250,112,0.16,0.158,30
8.1658,-6,15,100,250,112,0.16,0.158,30
3.183,-1,3,100,250,112,0.16,0.158,10
8.6723,-5,15,100,250,112,0.16,0.158,30
8.7767,-4,15,100,250,112,0.16,0.158,30
8.5918,-3,15,100,250,112,0.16,0.158,30
6.989,-2,15,100,250,112,0.16,0.158,30
7.2175,-1,15,100,250,112,0.16,0.158,30
4.6844,0,15,100,250,112,0.16,0.158,30
4.6709,1,15,100,250,112,0.16,0.158,30
2.4674,2,15,100,250,112,0.16,0.158,30
0.81796,3,15,100,250,112,0.16,0.158,30
6.675,-8,18,100,250,112,0.16,0.158,30
0.91597,0,3,100,250,112,0.16,0.158,10
7.6028,-7,18,100,250,112,0.16,0.158,30
8.122,-6,18,100,250,112,0.16,0.158,30
8.7849,-5,18,100,250,112,0.16,0.158,30
8.8493,-4,18,100,250,112,0.16,0.158,30
8.5338,-3,18,100,250,112,0.16,0.158,30
8.1765,-2,18,100,250,112,0.16,0.158,30
6.5793,-1,18,100,250,112,0.16,0.158,30
6.4417,0,18,100,250,112,0.16,0.158,30
4.0074,1,18,100,250,112,0.16,0.158,30
3.1628,2,18,100,250,112,0.16,0.158,30
-0.49457,1,3,100,250,112,0.16,0.158,10
0.18135,3,18,100,250,112,0.16,0.158,30
6.7168,-8,21,100,250,112,0.16,0.158,30
7.4846,-7,21,100,250,112,0.16,0.158,30
8.2761,-6,21,100,250,112,0.16,0.158,30
8.855,-5,21,100,250,112,0.16,0.158,30
9.1129,-4,21,100,250,112,0.16,0.158,30
9.2125,-3,21,100,250,112,0.16,0.158,30
8.2973,-2,21,100,250,112,0.16,0.158,30
7.5526,-1,21,100,250,112,0.16,0.158,30
5.732,0,21,100,250,112,0.16,0.158,30
-3.6106,2,3,100,250,112,0.16,0.158,10
4.8992,1,21,100,250,112,0.16,0.158,30
3.9086,2,21,100,250,112,0.16,0.158,30
2.0012,3,21,100,250,112,0.16,0.158,30
6.6962,-8,24,100,250,112,0.16,0.158,30
7.4375,-7,24,100,250,112,0.16,0.158,30
8.2723,-6,24,100,250,112,0.16,0.158,30
8.7767,-5,24,100,250,112,0.16,0.158,30
9.1747,-4,24,100,250,112,0.16,0.158,30
9.061,-3,24,100,250,112,0.16,0.158,30
8.5292,-2,24,100,250,112,0.16,0.158,30
4.8828,-9,4,100,250,112,0.16,0.158,10
6.438,-6,0,100,250,112,0.16,0.158,10
7.9959,-1,24,100,250,112,0.16,0.158,30
6.5583,0,24,100,250,112,0.16,0.158,30
5.8167,1,24,100,250,112,0.16,0.158,30
5.0369,2,24,100,250,112,0.16,0.158,30
2.4715,3,24,100,250,112,0.16,0.158,30
6.6491,-8,27,100,250,112,0.16,0.158,30
7.4918,-7,27,100,250,112,0.16,0.158,30
8.3931,-6,27,100,250,112,0.16,0.158,30
8.914,-5,27,100,250,112,0.16,0.158,30
9.1821,-4,27,100,250,112,0.16,0.158,30
5.6818,-8,4,100,250,112,0.16,0.158,10
9.1972,-3,27,100,250,112,0.16,0.158,30
8.6474,-2,27,100,250,112,0.16,0.158,30
8.1711,-1,27,100,250,112,0.16,0.158,30
7.6003,0,27,100,250,112,0.16,0.158,30
6.482,1,27,100,250,112,0.16,0.158,30
5.3584,2,27,100,250,112,0.16,0.158,30
3.3458,3,27,100,250,112,0.16,0.158,30
6.7036,-8,30,100,250,112,0.16,0.158,30
7.6323,-7,30,100,250,112,0.16,0.158,30
8.4014,-6,30,100,250,112,0.16,0.158,30
6.413,-7,4,100,250,112,0.16,0.158,10
8.9569,-5,30,100,250,112,0.16,0.158,30
9.519,-4,30,100,250,112,0.16,0.158,30
9.6359,-3,30,100,250,112,0.16,0.158,30
9.0746,-2,30,100,250,112,0.16,0.158,30
8.4542,-1,30,100,250,112,0.16,0.158,30
6.8497,0,30,100,250,112,0.16,0.158,30
6.2838,1,30,100,250,112,0.16,0.158,30
5.4667,2,30,100,250,112,0.16,0.158,30
3.0128,3,30,100,250,112,0.16,0.158,30
6.1894,-8,0,100,250,112,0.16,0.158,40
6.9264,-6,4,100,250,112,0.16,0.158,10
6.834,-7,0,100,250,112,0.16,0.158,40
7.522,-6,0,100,250,112,0.16,0.158,40
7.7197,-5,0,100,250,112,0.16,0.158,40
7.6079,-4,0,100,250,112,0.16,0.158,40
7.1631,-3,0,100,250,112,0.16,0.158,40
6.1079,-2,0,100,250,112,0.16,0.158,40
4.4264,-1,0,100,250,112,0.16,0.158,40
3.5123,0,0,100,250,112,0.16,0.158,40
1.782,1,0,100,250,112,0.16,0.158,40
0.23114,2,0,100,250,112,0.16,0.158,40
7.1299,-5,4,100,250,112,0.16,0.158,10
-1.9124,3,0,100,250,112,0.16,0.158,40
6.2144,-8,4,100,250,112,0.16,0.158,40
6.9391,-7,4,100,250,112,0.16,0.158,40
7.5889,-6,4,100,250,112,0.16,0.158,40
8.0461,-5,4,100,250,112,0.16,0.158,40
7.9502,-4,4,100,250,112,0.16,0.158,40
7.6169,-3,4,100,250,112,0.16,0.158,40
6.911,-2,4,100,250,112,0.16,0.158,40
6.1374,-1,4,100,250,112,0.16,0.158,40
4.6935,0,4,100,250,112,0.16,0.158,40
7.0467,-4,4,100,250,112,0.16,0.158,10
2.4503,1,4,100,250,112,0.16,0.158,40
0.36644,2,4,100,250,112,0.16,0.158,40
-4.8418,3,4,100,250,112,0.16,0.158,40
6.272,-8,8,100,250,112,0.16,0.158,40
6.951,-7,8,100,250,112,0.16,0.158,40
7.6689,-6,8,100,250,112,0.16,0.158,40
8.1306,-5,8,100,250,112,0.16,0.158,40
8.3404,-4,8,100,250,112,0.16,0.158,40
7.8478,-3,8,100,250,112,0.16,0.158,40
7.4155,-2,8,100,250,112,0.16,0.158,40
5.8716,-3,4,100,250,112,0.16,0.158,10
6.5997,-1,8,100,250,112,0.16,0.158,40
4.8855,0,8,100,250,112,0.16,0.158,40
4.2143,1,8,100,250,112,0.16,0.158,40
1.1433,2,8,100,250,112,0.16,0.158,40
-0.36365,3,8,100,250,112,0.16,0.158,40
6.2575,-8,12,100,250,112,0.16,0.158,40
7.0295,-7,12,100,250,112,0.16,0.158,40
7.7021,-6,12,100,250,112,0.16,0.158,40
8.2915,-5,12,100,250,112,0.16,0.158,40
8.4435,-4,12,100,250,112,0.16,0.158,40
5.3921,-2,4,100,250,112,0.16,0.158,10
8.3011,-3,12,100,250,112,0.16,0.158,40
7.8391,-2,12,100,250,112,0.16,0.158,40
7.1199,-1,12,100,250,112,0.16,0.158,40
5.7062,0,12,100,250,112,0.16,0.158,40
4.4536,1,12,100,250,112,0.16,0.158,40
2.4606,2,12,100,250,112,0.16,0.158,40
-0.39424,3,12,100,250,112,0.16,0.158,40
6.2424,-8,16,100,250,112,0.16,0.158,40
7.1399,-7,16,100,250,112,0.16,0.158,40
7.8507,-6,16,100,250,112,0.16,0.158,40
3.8985,-1,4,100,250,112,0.16,0.158,10
8.4076,-5,16,100,250,112,0.16,0.158,40
8.6376,-4,16,100,250,112,0.16,0.158,40
8.6181,-3,16,100,250,112,0.16,0.158,40
7.9895,-2,16,100,250,112,0.16,0.158,40
7.379,-1,16,100,250,112,0.16,0.158,40
6.61,0,16,100,250,112,0.16,0.158,40
5.1027,1,16,100,250,112,0.16,0.158,40
3.0026,2,16,100,250,112,0.16,0.158,40
1.3051,3,16,100,250,112,0.16,0.158,40
6.2294,-8,20,100,250,112,0.16,0.158,40
1.8286,0,4,100,250,112,0.16,0.158,10
7.0835,-7,20,100,250,112,0.16,0.158,40
7.8002,-6,20,100,250,112,0.16,0.158,40
8.3972,-5,20,100,250,112,0.16,0.158,40
8.7849,-4,20,100,250,112,0.16,0.158,40
8.8842,-3,20,100,250,112,0.16,0.158,40
8.3444,-2,20,100,250,112,0.16,0.158,40
7.6888,-1,20,100,250,112,0.16,0.158,40
5.9073,0,20,100,250,112,0.16,0.158,40
6.067,1,20,100,250,112,0.16,0.158,40
