Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
-7,14,6.332999999999998,20,0,250,112,0.16,0.158
-8,14,5.8596,20,0,250,112,0.16,0.158
-9,14,5.3558,20,0,250,112,0.16,0.158
0,14,4.7963,20,0,250,112,0.16,0.158
1,14,4.3512,20,0,250,112,0.16,0.158
-2,16,6.9065,20,0,250,112,0.16,0.158
-3,16,7.341,20,0,250,112,0.16,0.158
-4,16,7.1845,20,0,250,112,0.16,0.158
-6,16,6.697,20,0,250,112,0.16,0.158
-7,16,6.2527,20,0,250,112,0.16,0.158
-9,16,5.3068,20,0,250,112,0.16,0.158
0,16,5.4875,20,0,250,112,0.16,0.158
-3,18,7.2522,20,0,250,112,0.16,0.158
-4,18,7.2248,20,0,250,112,0.16,0.158
-5,18,6.8664,20,0,250,112,0.16,0.158
-9,18,5.2001,20,0,250,112,0.16,0.158
1,18,4.258,20,0,250,112,0.16,0.158
-1,2,3.513,20,0,250,112,0.16,0.158
-2,2,5.2915,20,0,250,112,0.16,0.158
-3,2,6.606,20,0,250,112,0.16,0.158
-4,2,7.1947,20,0,250,112,0.16,0.158
-5,2,7.4727,20,0,250,112,0.16,0.158
-6,2,7.5391,20,0,250,112,0.16,0.158
-7,2,7.0933,20,0,250,112,0.16,0.158
-8,2,6.5213,20,0,250,112,0.16,0.158
-9,2,5.7709,20,0,250,112,0.16,0.158
0,2,1.5136,20,0,250,112,0.16,0.158
2,2,-2.9582,20,0,250,112,0.16,0.158
-5,20,6.6937,20,0,250,112,0.16,0.158
-9,20,5.0955,20,0,250,112,0.16,0.158
0,20,6.4291,20,0,250,112,0.16,0.158
1,20,5.1962,20,0,250,112,0.16,0.158
2,20,3.4521,20,0,250,112,0.16,0.158
-3,4,6.7185,20,0,250,112,0.16,0.158
-4,4,7.4258,20,0,250,112,0.16,0.158
-5,4,7.5551,20,0,250,112,0.16,0.158
-7,4,7.0153,20,0,250,112,0.16,0.158
-8,4,6.4625,20,0,250,112,0.16,0.158
-9,4,5.7459,20,0,250,112,0.16,0.158
0,4,2.6832,20,0,250,112,0.16,0.158
2,4,-2.0947,20,0,250,112,0.16,0.158
-1,6,5.1205,20,0,250,112,0.16,0.158
-2,6,6.1793,20,0,250,112,0.16,0.158
-4,6,7.4132,20,0,250,112,0.16,0.158
-5,6,7.511,20,0,250,112,0.16,0.158
-6,6,7.3576,20,0,250,112,0.16,0.158
-8,6,6.3295,20,0,250,112,0.16,0.158
-9,6,5.662000000000001,20,0,250,112,0.16,0.158
0,6,2.5109,20,0,250,112,0.16,0.158
1,6,1.6645,20,0,250,112,0.16,0.158
2,6,0.26537,20,0,250,112,0.16,0.158
-1,8,5.5939999999999985,20,0,250,112,0.16,0.158
-3,8,6.9899,20,0,250,112,0.16,0.158
-5,8,7.4212,20,0,250,112,0.16,0.158
-6,8,7.1429,20,0,250,112,0.16,0.158
-7,8,6.8235,20,0,250,112,0.16,0.158
-9,8,5.5698,20,0,250,112,0.16,0.158
0,8,2.0474,20,0,250,112,0.16,0.158
1,8,1.4931,20,0,250,112,0.16,0.158
2,8,0.22548,20,0,250,112,0.16,0.158
-5,0.0,7.5038,25,0,250,112,0.16,0.158
-6,0.0,7.4954,25,0,250,112,0.16,0.158
-7,0.0,7.0923,25,0,250,112,0.16,0.158
-8,0.0,6.5031,25,0,250,112,0.16,0.158
-9,0.0,5.8806,25,0,250,112,0.16,0.158
1,0.0,-1.6198,25,0,250,112,0.16,0.158
2,0.0,-1.6840000000000002,25,0,250,112,0.16,0.158
-1,2.5,4.5875,25,0,250,112,0.16,0.158
-2,2.5,5.3921,25,0,250,112,0.16,0.158
-3,2.5,6.9011,25,0,250,112,0.16,0.158
-4,2.5,7.6492,25,0,250,112,0.16,0.158
-5,2.5,7.6623,25,0,250,112,0.16,0.158
-6,2.5,7.6715,25,0,250,112,0.16,0.158
-7,2.5,7.2311,25,0,250,112,0.16,0.158
-8,2.5,6.5777,25,0,250,112,0.16,0.158
-9,2.5,5.8143,25,0,250,112,0.16,0.158
0,2.5,2.1403,25,0,250,112,0.16,0.158
1,2.5,0.16806,25,0,250,112,0.16,0.158
2,2.5,-2.0549,25,0,250,112,0.16,0.158
-5,5.0,7.7763,25,0,250,112,0.16,0.158
-6,5.0,7.6003,25,0,250,112,0.16,0.158
-7,5.0,7.0718,25,0,250,112,0.16,0.158
-8,5.0,6.457999999999999,25,0,250,112,0.16,0.158
-9,5.0,5.8108,25,0,250,112,0.16,0.158
-1,0,4.4079,30,0,250,112,0.16,0.158
-2,0,5.9479,30,0,250,112,0.16,0.158
-3,0,7.0982,30,0,250,112,0.16,0.158
-4,0,7.3532,30,0,250,112,0.16,0.158
-5,0,7.544,30,0,250,112,0.16,0.158
-6,0,7.5776,30,0,250,112,0.16,0.158
-7,0,7.1989,30,0,250,112,0.16,0.158
-8,0,6.5467,30,0,250,112,0.16,0.158
0,0,2.3276,30,0,250,112,0.16,0.158
1,0,0.6317,30,0,250,112,0.16,0.158
2,0,-2.1316,30,0,250,112,0.16,0.158
3,0,-5.237,30,0,250,112,0.16,0.158
-1,12,6.3752,30,0,250,112,0.16,0.158
-2,12,7.2363,30,0,250,112,0.16,0.158
-3,12,7.5086,30,0,250,112,0.16,0.158
-4,12,7.7595,30,0,250,112,0.16,0.158
-5,12,7.7035,30,0,250,112,0.16,0.158
-6,12,7.2406,30,0,250,112,0.16,0.158
-7,12,6.8201,30,0,250,112,0.16,0.158
-8,12,6.1934,30,0,250,112,0.16,0.158
0,12,5.403,30,0,250,112,0.16,0.158
1,12,3.8855,30,0,250,112,0.16,0.158
2,12,0.43812,30,0,250,112,0.16,0.158
3,12,-0.71213,30,0,250,112,0.16,0.158
-1,15,6.0929,30,0,250,112,0.16,0.158
-2,15,7.308,30,0,250,112,0.16,0.158
-3,15,7.5638,30,0,250,112,0.16,0.158
-4,15,7.7679,30,0,250,112,0.16,0.158
-5,15,7.5002,30,0,250,112,0.16,0.158
-6,15,7.0992,30,0,250,112,0.16,0.158
-7,15,6.6766,30,0,250,112,0.16,0.158
-8,15,6.0897,30,0,250,112,0.16,0.158
0,15,5.361000000000001,30,0,250,112,0.16,0.158
1,15,3.6033,30,0,250,112,0.16,0.158
2,15,2.3947,30,0,250,112,0.16,0.158
3,15,0.75265,30,0,250,112,0.16,0.158
-1,18,6.8244,30,0,250,112,0.16,0.158
-2,18,7.4328,30,0,250,112,0.16,0.158
-3,18,7.5864,30,0,250,112,0.16,0.158
-4,18,7.6623,30,0,250,112,0.16,0.158
-5,18,7.404,30,0,250,112,0.16,0.158
-6,18,6.9401,30,0,250,112,0.16,0.158
-7,18,6.435,30,0,250,112,0.16,0.158
-8,18,5.959,30,0,250,112,0.16,0.158
0,18,5.4891,30,0,250,112,0.16,0.158
1,18,4.2544,30,0,250,112,0.16,0.158
2,18,2.4329,30,0,250,112,0.16,0.158
3,18,0.4781,30,0,250,112,0.16,0.158
-1,21,6.9237,30,0,250,112,0.16,0.158
-2,21,7.5098,30,0,250,112,0.16,0.158
-3,21,7.6054,30,0,250,112,0.16,0.158
-4,21,7.4715,30,0,250,112,0.16,0.158
-5,21,7.2092,30,0,250,112,0.16,0.158
-6,21,6.7384,30,0,250,112,0.16,0.158
-7,21,6.3437,30,0,250,112,0.16,0.158
-8,21,5.8119,30,0,250,112,0.16,0.158
0,21,6.2403,30,0,250,112,0.16,0.158
1,21,5.0288,30,0,250,112,0.16,0.158
2,21,3.7215,30,0,250,112,0.16,0.158
3,21,1.8045,30,0,250,112,0.16,0.158
-1,24,7.0825,30,0,250,112,0.16,0.158
-2,24,7.5651,30,0,250,112,0.16,0.158
-3,24,7.5489,30,0,250,112,0.16,0.158
-4,24,7.3824,30,0,250,112,0.16,0.158
-5,24,7.0487,30,0,250,112,0.16,0.158
-6,24,6.6155,30,0,250,112,0.16,0.158
-7,24,6.1151,30,0,250,112,0.16,0.158
-8,24,5.6665,30,0,250,112,0.16,0.158
0,24,6.0799,30,0,250,112,0.16,0.158
1,24,5.6943,30,0,250,112,0.16,0.158
2,24,2.8449,30,0,250,112,0.16,0.158
3,24,2.0685,30,0,250,112,0.16,0.158
-1,27,7.2238,30,0,250,112,0.16,0.158
-2,27,7.5098,30,0,250,112,0.16,0.158
-3,27,7.5171,30,0,250,112,0.16,0.158
-4,27,7.2427,30,0,250,112,0.16,0.158
-5,27,6.9110000000000005,30,0,250,112,0.16,0.158
-6,27,6.3803,30,0,250,112,0.16,0.158
-7,27,5.9839,30,0,250,112,0.16,0.158
-8,27,5.5273,30,0,250,112,0.16,0.158
0,27,6.6451,30,0,250,112,0.16,0.158
1,27,5.865,30,0,250,112,0.16,0.158
2,27,4.1026,30,0,250,112,0.16,0.158
3,27,2.6343,30,0,250,112,0.16,0.158
-1,3,5.3492,30,0,250,112,0.16,0.158
-2,3,6.2015,30,0,250,112,0.16,0.158
-3,3,7.1359,30,0,250,112,0.16,0.158
-4,3,7.5207,30,0,250,112,0.16,0.158
-5,3,7.7512,30,0,250,112,0.16,0.158
-6,3,7.6169,30,0,250,112,0.16,0.158
-7,3,7.1671,30,0,250,112,0.16,0.158
-8,3,6.4715,30,0,250,112,0.16,0.158
0,3,3.0631,30,0,250,112,0.16,0.158
1,3,0.40723000000000004,30,0,250,112,0.16,0.158
2,3,-0.75966,30,0,250,112,0.16,0.158
3,3,-3.4912,30,0,250,112,0.16,0.158
-1,30,7.3711,30,0,250,112,0.16,0.158
-2,30,7.4668,30,0,250,112,0.16,0.158
-3,30,7.3255,30,0,250,112,0.16,0.158
-4,30,7.0864,30,0,250,112,0.16,0.158
-5,30,6.7343,30,0,250,112,0.16,0.158
-6,30,6.2603,30,0,250,112,0.16,0.158
-7,30,5.8716,30,0,250,112,0.16,0.158
-8,30,5.4318,30,0,250,112,0.16,0.158
0,30,6.8175,30,0,250,112,0.16,0.158
1,30,5.4566,30,0,250,112,0.16,0.158
2,30,4.8497,30,0,250,112,0.16,0.158
3,30,3.8532,30,0,250,112,0.16,0.158
-1,6,5.1584,30,0,250,112,0.16,0.158
-2,6,6.6774,30,0,250,112,0.16,0.158
-3,6,7.4109,30,0,250,112,0.16,0.158
-4,6,7.6362,30,0,250,112,0.16,0.158
-5,6,7.8332,30,0,250,112,0.16,0.158
-6,6,7.622000000000001,30,0,250,112,0.16,0.158
-7,6,7.1249,30,0,250,112,0.16,0.158
-8,6,6.3803,30,0,250,112,0.16,0.158
0,6,4.0598,30,0,250,112,0.16,0.158
1,6,2.1424,30,0,250,112,0.16,0.158
2,6,0.18871,30,0,250,112,0.16,0.158
3,6,-2.2279,30,0,250,112,0.16,0.158
-1,9,6.1493,30,0,250,112,0.16,0.158
-2,9,5.4061,30,0,250,112,0.16,0.158
-3,9,7.6181,30,0,250,112,0.16,0.158
-4,9,7.6003,30,0,250,112,0.16,0.158
-5,9,7.7847,30,0,250,112,0.16,0.158
-6,9,7.4468,30,0,250,112,0.16,0.158
-7,9,6.9319,30,0,250,112,0.16,0.158
-8,9,6.2964,30,0,250,112,0.16,0.158
0,9,4.5422,30,0,250,112,0.16,0.158
1,9,1.9925,30,0,250,112,0.16,0.158
2,9,0.34576,30,0,250,112,0.16,0.158
3,9,-1.0627,30,0,250,112,0.16,0.158
-1,0,4.6601,40,0,250,112,0.16,0.158
-2,0,6.3281,40,0,250,112,0.16,0.158
-3,0,7.0835,40,0,250,112,0.16,0.158
-4,0,7.6557,40,0,250,112,0.16,0.158
-5,0,7.6675,40,0,250,112,0.16,0.158
-6,0,7.4644,40,0,250,112,0.16,0.158
-7,0,6.9083,40,0,250,112,0.16,0.158
-8,0,6.2348,40,0,250,112,0.16,0.158
0,0,4.7136,40,0,250,112,0.16,0.158
1,0,0.5385300000000001,40,0,250,112,0.16,0.158
2,0,-0.10562,40,0,250,112,0.16,0.158
3,0,-2.3532,40,0,250,112,0.16,0.158
-1,12,6.2922,40,0,250,112,0.16,0.158
-2,12,7.4715,40,0,250,112,0.16,0.158
-3,12,7.9658,40,0,250,112,0.16,0.158
-4,12,7.8625,40,0,250,112,0.16,0.158
-5,12,7.6874,40,0,250,112,0.16,0.158
-6,12,7.112,40,0,250,112,0.16,0.158
-7,12,6.5777,40,0,250,112,0.16,0.158
-8,12,5.8734,40,0,250,112,0.16,0.158
0,12,5.4455,40,0,250,112,0.16,0.158
1,12,4.2317,40,0,250,112,0.16,0.158
2,12,1.9038,40,0,250,112,0.16,0.158
3,12,-0.8363200000000001,40,0,250,112,0.16,0.158
-1,16,7.0059,40,0,250,112,0.16,0.158
-2,16,7.6349,40,0,250,112,0.16,0.158
-3,16,7.9363,40,0,250,112,0.16,0.158
-4,16,7.7734,40,0,250,112,0.16,0.158
-5,16,7.4846,40,0,250,112,0.16,0.158
-6,16,7.1249,40,0,250,112,0.16,0.158
-7,16,6.4491,40,0,250,112,0.16,0.158
-8,16,5.7662,40,0,250,112,0.16,0.158
0,16,6.2971,40,0,250,112,0.16,0.158
1,16,4.3096,40,0,250,112,0.16,0.158
2,16,3.0525,40,0,250,112,0.16,0.158
3,16,1.4243,40,0,250,112,0.16,0.158
-1,20,7.2788,40,0,250,112,0.16,0.158
-2,20,7.7819,40,0,250,112,0.16,0.158
-3,20,7.8507,40,0,250,112,0.16,0.158
-4,20,7.7903,40,0,250,112,0.16,0.158
-5,20,7.3189,40,0,250,112,0.16,0.158
-6,20,6.8453,40,0,250,112,0.16,0.158
-7,20,6.3629999999999995,40,0,250,112,0.16,0.158
-8,20,5.6211,40,0,250,112,0.16,0.158
0,20,6.6426,40,0,250,112,0.16,0.158
1,20,4.9959,40,0,250,112,0.16,0.158
2,20,3.0273,40,0,250,112,0.16,0.158
3,20,1.7103,40,0,250,112,0.16,0.158
-1,24,7.2961,40,0,250,112,0.16,0.158
-2,24,7.8420000000000005,40,0,250,112,0.16,0.158
-3,24,7.8982,40,0,250,112,0.16,0.158
-4,24,7.5391,40,0,250,112,0.16,0.158
-5,24,7.2427,40,0,250,112,0.16,0.158
-6,24,6.6921,40,0,250,112,0.16,0.158
-7,24,6.0478,40,0,250,112,0.16,0.158
-8,24,5.5452,40,0,250,112,0.16,0.158
0,24,6.3659,40,0,250,112,0.16,0.158
1,24,5.044,40,0,250,112,0.16,0.158
2,24,4.0013,40,0,250,112,0.16,0.158
3,24,2.8498,40,0,250,112,0.16,0.158
-1,28,7.468,40,0,250,112,0.16,0.158
-2,28,7.6194,40,0,250,112,0.16,0.158
-3,28,7.7734,40,0,250,112,0.16,0.158
-4,28,7.3343,40,0,250,112,0.16,0.158
-5,28,7.0333,40,0,250,112,0.16,0.158
-6,28,6.4835,40,0,250,112,0.16,0.158
-7,28,6.0128,40,0,250,112,0.16,0.158
-8,28,5.3858,40,0,250,112,0.16,0.158
0,28,6.7985,40,0,250,112,0.16,0.158
1,28,5.4609,40,0,250,112,0.16,0.158
2,28,4.6299,40,0,250,112,0.16,0.158
3,28,3.7692,40,0,250,112,0.16,0.158
-1,32,7.487,40,0,250,112,0.16,0.158
-2,32,7.5965,40,0,250,112,0.16,0.158
-3,32,7.5452,40,0,250,112,0.16,0.158
-4,32,7.2248,40,0,250,112,0.16,0.158
-5,32,6.8114,40,0,250,112,0.16,0.158
-6,32,6.2936,40,0,250,112,0.16,0.158
-7,32,5.8297,40,0,250,112,0.16,0.158
-8,32,5.2729,40,0,250,112,0.16,0.158
0,32,7.1671,40,0,250,112,0.16,0.158
1,32,5.9559,40,0,250,112,0.16,0.158
2,32,4.4702,40,0,250,112,0.16,0.158
3,32,3.6645,40,0,250,112,0.16,0.158
-1,36,7.5927,40,0,250,112,0.16,0.158
-2,36,7.6610000000000005,40,0,250,112,0.16,0.158
-3,36,7.4017,40,0,250,112,0.16,0.158
-4,36,6.952000000000001,40,0,250,112,0.16,0.158
-5,36,6.6394,40,0,250,112,0.16,0.158
-6,36,6.2205,40,0,250,112,0.16,0.158
-7,36,5.6457,40,0,250,112,0.16,0.158
-8,36,5.1883,40,0,250,112,0.16,0.158
0,36,7.1499,40,0,250,112,0.16,0.158
1,36,6.5137,40,0,250,112,0.16,0.158
2,36,4.9084,40,0,250,112,0.16,0.158
3,36,3.9518,40,0,250,112,0.16,0.158
-1,4,5.9177,40,0,250,112,0.16,0.158
-2,4,6.3637,40,0,250,112,0.16,0.158
-3,4,7.4954,40,0,250,112,0.16,0.158
-4,4,7.9149,40,0,250,112,0.16,0.158
-5,4,7.7595,40,0,250,112,0.16,0.158
-6,4,7.4644,40,0,250,112,0.16,0.158
-7,4,6.885,40,0,250,112,0.16,0.158
-8,4,6.1427,40,0,250,112,0.16,0.158
0,4,3.9116,40,0,250,112,0.16,0.158
1,4,2.1783,40,0,250,112,0.16,0.158
2,4,0.45398999999999995,40,0,250,112,0.16,0.158
3,4,-2.079,40,0,250,112,0.16,0.158
-1,40,7.4109,40,0,250,112,0.16,0.158
-2,40,7.5763,40,0,250,112,0.16,0.158
-3,40,7.3465,40,0,250,112,0.16,0.158
-4,40,6.8922,40,0,250,112,0.16,0.158
-5,40,6.5252,40,0,250,112,0.16,0.158
-6,40,5.9827,40,0,250,112,0.16,0.158
-7,40,5.6105,40,0,250,112,0.16,0.158
-8,40,5.0888,40,0,250,112,0.16,0.158
0,40,7.3004,40,0,250,112,0.16,0.158
1,40,6.7094,40,0,250,112,0.16,0.158
2,40,5.7749,40,0,250,112,0.16,0.158
3,40,4.2639,40,0,250,112,0.16,0.158
-1,8,5.9288,40,0,250,112,0.16,0.158
-2,8,7.295,40,0,250,112,0.16,0.158
-3,8,7.7374,40,0,250,112,0.16,0.158
-4,8,7.9363,40,0,250,112,0.16,0.158
-5,8,7.8318,40,0,250,112,0.16,0.158
-6,8,7.3102,40,0,250,112,0.16,0.158
-7,8,6.7259,40,0,250,112,0.16,0.158
-8,8,6.0446,40,0,250,112,0.16,0.158
0,8,2.7952,40,0,250,112,0.16,0.158
1,8,2.3159,40,0,250,112,0.16,0.158
2,8,0.99645,40,0,250,112,0.16,0.158
3,8,-0.1404,40,0,250,112,0.16,0.158
-1,0,6.0072,50,0,250,112,0.16,0.158
-2,0,7.114,50,0,250,112,0.16,0.158
-3,0,7.5086,50,0,250,112,0.16,0.158
-4,0,7.7075,50,0,250,112,0.16,0.158
-5,0,7.5502,50,0,250,112,0.16,0.158
-6,0,7.157,50,0,250,112,0.16,0.158
-7,0,6.4255,50,0,250,112,0.16,0.158
0,0,3.6322,50,0,250,112,0.16,0.158
1,0,2.3421,50,0,250,112,0.16,0.158
2,0,-0.11890999999999999,50,0,250,112,0.16,0.158
3,0,-1.6096,50,0,250,112,0.16,0.158
4,0,-2.4966,50,0,250,112,0.16,0.158
-1,10,7.0106,50,0,250,112,0.16,0.158
-2,10,7.5452,50,0,250,112,0.16,0.158
-3,10,8.0119,50,0,250,112,0.16,0.158
-4,10,7.8463,50,0,250,112,0.16,0.158
-5,10,7.3354,50,0,250,112,0.16,0.158
-6,10,6.8806,50,0,250,112,0.16,0.158
-7,10,6.2171,50,0,250,112,0.16,0.158
0,10,5.7424,50,0,250,112,0.16,0.158
1,10,4.9438,50,0,250,112,0.16,0.158
2,10,3.07,50,0,250,112,0.16,0.158
